graph,mrr_mean,mrr_sd,hits_at_1_mean,hits_at_1_sd,hits_at_5_mean,hits_at_5_sd,hits_at_10_mean,hits_at_10_sd,mean_rank_mean,mean_rank_sd,median_rank_mean,median_rank_sd
G0,0.1406031571330381,0.05815877848049096,0.135130414531905,0.055542983773139556,0.14293199813693527,0.060426431452318526,0.1464834653004192,0.06319236696852405,1145.0302942089738,140.88805726664276,792.3333333333334,168.63076034144345
G3,0.06243685863748457,0.033822987374203965,0.05921052631578947,0.033183746736901526,0.06398462971588263,0.0342328244615351,0.06563421828908554,0.03477424644333622,1916.6498214562955,131.6896214368477,2129.0,60.22457969965419
