seed,delta_mrr,delta_hits_at_1,delta_hits_at_5,delta_hits_at_10,delta_mean_rank,delta_median_rank
42,0.005043408947515556,0.0030721966205837174,0.005376344086021506,0.007680491551459293,-196.5053763440859,-187.0
43,0.020518490148716304,0.008448540706605223,0.026113671274961597,0.03840245775729647,-648.9308755760369,-709.0
44,0.00932134708351353,0.0069124423963133645,0.010752688172043012,0.01228878648233487,-83.80568356374818,-83.0
