graph,mrr_mean,mrr_sd,hits_at_1_mean,hits_at_1_sd,hits_at_5_mean,hits_at_5_sd,hits_at_10_mean,hits_at_10_sd,mean_rank_mean,mean_rank_sd,median_rank_mean,median_rank_sd
G0,0.0009902335520909347,0.0001765788960029932,0.0,0.0,0.0,0.0,0.0,0.0,1132.2836661546341,149.8571524626447,1164.6666666666667,138.75277774997275
G3,0.01261798227867273,0.007885632943407814,0.006144393241167435,0.002769240610955445,0.014080901177675373,0.010761827730150384,0.01945724526369688,0.016568038594330196,822.5363543266768,158.57765788598175,838.3333333333334,197.69758049438371
