graph,seed,mrr,hits_at_1,hits_at_5,hits_at_10,mean_rank,median_rank,best_epoch,best_warm_val_loss
G0,42,0.1671351270442712,0.1614462040055892,0.17041220307405683,0.17501164415463438,1270.130414531905,932.0,,
G0,43,0.07390979676167718,0.07132044713553796,0.07364927806241267,0.07405682347461574,1172.546401956218,840.0,500.0,0.2607317864894867
G0,44,0.18076454759316588,0.1726245924545878,0.1847345132743363,0.19038192827200745,992.4140661387984,605.0,499.0,0.2620965540409088
G3,42,0.08032790237662123,0.07638565440149045,0.08191662785281789,0.0845947834187238,1778.290987424313,2060.0,,
G3,43,0.023425951515789755,0.02095947834187238,0.02451094550535631,0.025500698649278064,2040.462389380531,2171.0,500.0,0.25751838088035583
G3,44,0.08355672202004273,0.08028644620400559,0.08552631578947369,0.08680717279925478,1931.196087564043,2156.0,499.0,0.2617175281047821
