graph,split_seed,model_seed,best_epoch,best_warm_val_loss,num_queries,candidate_drugs,mrr,hits_at_1,hits_at_5,hits_at_10,mean_rank,median_rank,original_saved_mrr,exact_rank_agreement,checkpoint_sha256,graph_sha256
G0,42,42,500,0.2599007487297058,1302,4278,0.0009644921618614588,0.0,0.0,0.0,1118.4278033794162,1121.0,0.0009644921618614588,1.0,8e53b38e2218bef7522e4c8ba328ecebc175b8b70bd86cf041327a145ce148b0,190cb3791547b2f49389f9f3d049fc3cf8283db2b7c736b8e29641bfab433679
G0,42,43,500,0.2607317864894867,1302,4278,0.0008279382055896499,0.0,0.0,0.0,1288.5875576036867,1320.0,0.0008279382055896499,1.0,89be1a08d5496dd927ce8ca88cbea7db0b062ba51537df630ec6f4ca5dbda59b,190cb3791547b2f49389f9f3d049fc3cf8283db2b7c736b8e29641bfab433679
G0,42,44,499,0.2620965540409088,1302,4278,0.0011782702888216957,0.0,0.0,0.0,989.8356374807988,1053.0,0.0011782702888216957,1.0,fafd3d46feda391973dc60100c3d1183645e7f632472bfe9e88a652ce9faa4a0,190cb3791547b2f49389f9f3d049fc3cf8283db2b7c736b8e29641bfab433679
G3,42,42,500,0.25629544258117676,1302,4278,0.00748146092284154,0.0007680491551459293,0.0038402457757296467,0.01152073732718894,621.9869431643625,483.0,0.006007901109377015,0.0015360983102918587,1f17a602df456e3c89884c042f5e8fcd702ebacc51454c5028c06e4c589d23fd,f6935483f8455ad8ce9738dcfb1209307b214e159faab9059cf4d6bdc86e4403
G3,42,43,500,0.25751838088035583,1302,4278,0.012896960366982516,0.0030721966205837174,0.009216589861751152,0.016897081413210446,594.8548387096774,416.0,0.021346428354305953,0.0030721966205837174,5c3a00539b8bb15746344ec1e89c39e624881ad666c0dabde95dd8481fdd8ceb,f6935483f8455ad8ce9738dcfb1209307b214e159faab9059cf4d6bdc86e4403
G3,42,44,499,0.2617175281047821,1302,4278,0.004912925101834173,0.0,0.0030721966205837174,0.004608294930875576,712.1144393241167,599.0,0.010499617372335226,0.0007680491551459293,7abaff551596c7be0b4a9077c50609cc14db489136455d326b7b1a600fc95d77,f6935483f8455ad8ce9738dcfb1209307b214e159faab9059cf4d6bdc86e4403
