model_seed,delta_mrr,delta_hits_at_1,delta_hits_at_5,delta_hits_at_10,delta_mean_rank,delta_median_rank
42,-0.16068464297164478,-0.15882626921285517,-0.16301816488122964,-0.16592920353982302,576.1698882161154,1133.0
43,-0.06899337777645248,-0.06916627852817886,-0.06992314857941313,-0.0678272007452259,505.86754774103406,1062.0
44,-0.1615799937735476,-0.1563809967396367,-0.16592920353982302,-0.17000465766185374,817.0575221238938,1436.0
