graph,mrr_mean,mrr_sd,hits_at_1_mean,hits_at_1_sd,hits_at_5_mean,hits_at_5_sd,hits_at_10_mean,hits_at_10_sd,mean_rank_mean,mean_rank_sd,median_rank_mean,median_rank_sd
G0,0.1406031571330381,0.05815877848049096,0.135130414531905,0.055542983773139556,0.14293199813693527,0.060426431452318526,0.1464834653004192,0.06319236696852405,1145.0302942089738,140.88805726664276,792.3333333333334,168.63076034144345
G3,0.010183818959156463,0.007832513003139266,0.007005899705014748,0.008003468324036466,0.009975159136780003,0.007863972168051864,0.011896444651451637,0.007481841295977302,1778.0619469026549,88.24047293020608,2002.6666666666667,88.00189391901365
