graph,mrr_mean,mrr_sd,hits_at_1_mean,hits_at_1_sd,hits_at_5_mean,hits_at_5_sd,hits_at_10_mean,hits_at_10_sd,mean_rank_mean,mean_rank_sd,median_rank_mean,median_rank_sd
G0,0.0009902335520909347,0.0001765788960029932,0.0,0.0,0.0,0.0,0.0,0.0,1132.2836661546341,149.8571524626447,1164.6666666666667,138.75277774997275
G3,0.008430448797219409,0.004075737757519522,0.0012800819252432156,0.0015988218121859698,0.005376344086021505,0.0033478486509528984,0.011008704557091653,0.0061603734846471915,642.9854070660522,61.38530034737448,499.3333333333333,92.58689612106744
