DDInter_ID,DDInter_name,normalized_DDInter_name,PrimeKG_name,normalized_PrimeKG_name,DrugBank_ID,equal_after_normalization,route_or_formulation_qualifier_detected,lexical_attention_reason,suspicious_lexical_case,review_status
DDInter144,Avelumab,avelumab,Avelumab,avelumab,DB11945,true,false,,false,accepted_exact_normalized_name
DDInter1440,Phenelzine,phenelzine,Phenelzine,phenelzine,DB00780,true,false,,false,accepted_exact_normalized_name
DDInter1441,Phenindamine,phenindamine,Phenindamine,phenindamine,DB01619,true,false,,false,accepted_exact_normalized_name
DDInter1442,Phenobarbital,phenobarbital,Phenobarbital,phenobarbital,DB01174,true,false,,false,accepted_exact_normalized_name
DDInter1443,Phenolphthalein,phenolphthalein,Phenolphthalein,phenolphthalein,DB04824,true,false,,false,accepted_exact_normalized_name
DDInter1444,Phenoxybenzamine,phenoxybenzamine,Phenoxybenzamine,phenoxybenzamine,DB00925,true,false,,false,accepted_exact_normalized_name
DDInter1445,Phenoxymethylpenicillin,phenoxymethylpenicillin,Phenoxymethylpenicillin,phenoxymethylpenicillin,DB00417,true,false,,false,accepted_exact_normalized_name
DDInter1446,Phensuximide,phensuximide,Phensuximide,phensuximide,DB00832,true,false,,false,accepted_exact_normalized_name
DDInter1447,Phentermine,phentermine,Phentermine,phentermine,DB00191,true,false,,false,accepted_exact_normalized_name
DDInter1448,Phentolamine,phentolamine,Phentolamine,phentolamine,DB00692,true,false,,false,accepted_exact_normalized_name
DDInter1451,Phenylbutazone,phenylbutazone,Phenylbutazone,phenylbutazone,DB00812,true,false,,false,accepted_exact_normalized_name
DDInter1452,Phenylbutyric acid,phenylbutyric acid,Phenylbutyric acid,phenylbutyric acid,DB06819,true,false,,false,accepted_exact_normalized_name
DDInter1453,Phenylephrine,phenylephrine,Phenylephrine,phenylephrine,DB00388,true,false,,false,accepted_exact_normalized_name
DDInter1458,Phenylpropanolamine,phenylpropanolamine,Phenylpropanolamine,phenylpropanolamine,DB00397,true,false,,false,accepted_exact_normalized_name
DDInter1460,Phenytoin,phenytoin,Phenytoin,phenytoin,DB00252,true,false,,false,accepted_exact_normalized_name
DDInter1461,Phylloquinone,phylloquinone,Phylloquinone,phylloquinone,DB01022,true,false,,false,accepted_exact_normalized_name
DDInter1462,Physostigmine,physostigmine,Physostigmine,physostigmine,DB00981,true,false,,false,accepted_exact_normalized_name
DDInter1464,Picosulfuric acid,picosulfuric acid,Picosulfuric acid,picosulfuric acid,DB09268,true,false,,false,accepted_exact_normalized_name
DDInter1465,Pilocarpine,pilocarpine,Pilocarpine,pilocarpine,DB01085,true,false,,false,accepted_exact_normalized_name
DDInter1467,Pimavanserin,pimavanserin,Pimavanserin,pimavanserin,DB05316,true,false,,false,accepted_exact_normalized_name
DDInter1468,Pimecrolimus,pimecrolimus,Pimecrolimus,pimecrolimus,DB00337,true,false,,false,accepted_exact_normalized_name
DDInter147,Axitinib,axitinib,Axitinib,axitinib,DB06626,true,false,,false,accepted_exact_normalized_name
DDInter1470,Pimozide,pimozide,Pimozide,pimozide,DB01100,true,false,,false,accepted_exact_normalized_name
DDInter1471,Pindolol,pindolol,Pindolol,pindolol,DB00960,true,false,,false,accepted_exact_normalized_name
DDInter1472,Pioglitazone,pioglitazone,Pioglitazone,pioglitazone,DB01132,true,false,,false,accepted_exact_normalized_name
DDInter1473,Pipecuronium,pipecuronium,Pipecuronium,pipecuronium,DB01338,true,false,,false,accepted_exact_normalized_name
DDInter1474,Piperacillin,piperacillin,Piperacillin,piperacillin,DB00319,true,false,,false,accepted_exact_normalized_name
DDInter1475,Piperazine,piperazine,Piperazine,piperazine,DB00592,true,false,,false,accepted_exact_normalized_name
DDInter1476,Pirbuterol,pirbuterol,Pirbuterol,pirbuterol,DB01291,true,false,,false,accepted_exact_normalized_name
DDInter1477,Pirfenidone,pirfenidone,Pirfenidone,pirfenidone,DB04951,true,false,,false,accepted_exact_normalized_name
DDInter1478,Piroxicam,piroxicam,Piroxicam,piroxicam,DB00554,true,false,,false,accepted_exact_normalized_name
DDInter1479,Pitavastatin,pitavastatin,Pitavastatin,pitavastatin,DB08860,true,false,,false,accepted_exact_normalized_name
DDInter148,Azacitidine,azacitidine,Azacitidine,azacitidine,DB00928,true,false,,false,accepted_exact_normalized_name
DDInter1480,Pitolisant,pitolisant,Pitolisant,pitolisant,DB11642,true,false,,false,accepted_exact_normalized_name
DDInter1481,Plantago seed,plantago seed,Plantago seed,plantago seed,DB11097,true,false,,false,accepted_exact_normalized_name
DDInter1482,Plazomicin,plazomicin,Plazomicin,plazomicin,DB12615,true,false,,false,accepted_exact_normalized_name
DDInter1483,Plecanatide,plecanatide,Plecanatide,plecanatide,DB13170,true,false,,false,accepted_exact_normalized_name
DDInter1484,Plicamycin,plicamycin,Plicamycin,plicamycin,DB06810,true,false,,false,accepted_exact_normalized_name
DDInter1485,Polatuzumab vedotin,polatuzumab vedotin,Polatuzumab vedotin,polatuzumab vedotin,DB12240,true,false,,false,accepted_exact_normalized_name
DDInter1489,Polymyxin B,polymyxin b,Polymyxin B,polymyxin b,DB00781,true,false,,false,accepted_exact_normalized_name
DDInter149,Azatadine,azatadine,Azatadine,azatadine,DB00719,true,false,,false,accepted_exact_normalized_name
DDInter1490,Polythiazide,polythiazide,Polythiazide,polythiazide,DB01324,true,false,,false,accepted_exact_normalized_name
DDInter1491,Pomalidomide,pomalidomide,Pomalidomide,pomalidomide,DB08910,true,false,,false,accepted_exact_normalized_name
DDInter1492,Ponatinib,ponatinib,Ponatinib,ponatinib,DB08901,true,false,,false,accepted_exact_normalized_name
DDInter1493,Porfimer sodium,porfimer sodium,Porfimer sodium,porfimer sodium,DB00707,true,false,,false,accepted_exact_normalized_name
DDInter1494,Posaconazole,posaconazole,Posaconazole,posaconazole,DB01263,true,false,,false,accepted_exact_normalized_name
DDInter1495,Potassium acetate,potassium acetate,Potassium acetate,potassium acetate,DB14498,true,false,,false,accepted_exact_normalized_name
DDInter1496,Potassium bicarbonate,potassium bicarbonate,Potassium bicarbonate,potassium bicarbonate,DB11098,true,false,,false,accepted_exact_normalized_name
DDInter1497,Potassium chloride,potassium chloride,Potassium chloride,potassium chloride,DB00761,true,false,,false,accepted_exact_normalized_name
DDInter1498,Potassium citrate,potassium citrate,Potassium citrate,potassium citrate,DB09125,true,false,,false,accepted_exact_normalized_name
DDInter1499,Potassium gluconate,potassium gluconate,Potassium gluconate,potassium gluconate,DB13620,true,false,,false,accepted_exact_normalized_name
DDInter15,Acetazolamide,acetazolamide,Acetazolamide,acetazolamide,DB00819,true,false,,false,accepted_exact_normalized_name
DDInter150,Azathioprine,azathioprine,Azathioprine,azathioprine,DB00993,true,false,,false,accepted_exact_normalized_name
DDInter1500,Potassium Iodide,potassium iodide,Potassium Iodide,potassium iodide,DB06715,true,false,,false,accepted_exact_normalized_name
DDInter1501,Potassium perchlorate,potassium perchlorate,Potassium perchlorate,potassium perchlorate,DB09418,true,false,,false,accepted_exact_normalized_name
DDInter1502,Pralatrexate,pralatrexate,Pralatrexate,pralatrexate,DB06813,true,false,,false,accepted_exact_normalized_name
DDInter1503,Pralidoxime,pralidoxime,Pralidoxime,pralidoxime,DB00733,true,false,,false,accepted_exact_normalized_name
DDInter1505,Pramipexole,pramipexole,Pramipexole,pramipexole,DB00413,true,false,,false,accepted_exact_normalized_name
DDInter1506,Pramlintide,pramlintide,Pramlintide,pramlintide,DB01278,true,false,,false,accepted_exact_normalized_name
DDInter1508,Prasugrel,prasugrel,Prasugrel,prasugrel,DB06209,true,false,,false,accepted_exact_normalized_name
DDInter1509,Pravastatin,pravastatin,Pravastatin,pravastatin,DB00175,true,false,,false,accepted_exact_normalized_name
DDInter151,Azelaic acid,azelaic acid,Azelaic acid,azelaic acid,DB00548,true,false,,false,accepted_exact_normalized_name
DDInter1510,Praziquantel,praziquantel,Praziquantel,praziquantel,DB01058,true,false,,false,accepted_exact_normalized_name
DDInter1511,Prazosin,prazosin,Prazosin,prazosin,DB00457,true,false,,false,accepted_exact_normalized_name
DDInter1513,Prednisolone,prednisolone,Prednisolone,prednisolone,DB00860,true,false,,false,accepted_exact_normalized_name
DDInter1515,Prednisone,prednisone,Prednisone,prednisone,DB00635,true,false,,false,accepted_exact_normalized_name
DDInter1516,Pregabalin,pregabalin,Pregabalin,pregabalin,DB00230,true,false,,false,accepted_exact_normalized_name
DDInter1517,Pretomanid,pretomanid,Pretomanid,pretomanid,DB05154,true,false,,false,accepted_exact_normalized_name
DDInter1518,Prilocaine,prilocaine,Prilocaine,prilocaine,DB00750,true,false,,false,accepted_exact_normalized_name
DDInter1520,Primaquine,primaquine,Primaquine,primaquine,DB01087,true,false,,false,accepted_exact_normalized_name
DDInter1521,Primidone,primidone,Primidone,primidone,DB00794,true,false,,false,accepted_exact_normalized_name
DDInter1522,Probenecid,probenecid,Probenecid,probenecid,DB01032,true,false,,false,accepted_exact_normalized_name
DDInter1523,Probucol,probucol,Probucol,probucol,DB01599,true,false,,false,accepted_exact_normalized_name
DDInter1524,Procainamide,procainamide,Procainamide,procainamide,DB01035,true,false,,false,accepted_exact_normalized_name
DDInter1525,Procaine,procaine,Procaine,procaine,DB00721,true,false,,false,accepted_exact_normalized_name
DDInter1526,Procarbazine,procarbazine,Procarbazine,procarbazine,DB01168,true,false,,false,accepted_exact_normalized_name
DDInter1527,Prochlorperazine,prochlorperazine,Prochlorperazine,prochlorperazine,DB00433,true,false,,false,accepted_exact_normalized_name
DDInter1528,Procyclidine,procyclidine,Procyclidine,procyclidine,DB00387,true,false,,false,accepted_exact_normalized_name
DDInter1529,Progesterone,progesterone,Progesterone,progesterone,DB00396,true,false,,false,accepted_exact_normalized_name
DDInter153,Azelastine,azelastine,Azelastine,azelastine,DB00972,true,false,,false,accepted_exact_normalized_name
DDInter1531,Proguanil,proguanil,Proguanil,proguanil,DB01131,true,false,,false,accepted_exact_normalized_name
DDInter1532,Promazine,promazine,Promazine,promazine,DB00420,true,false,,false,accepted_exact_normalized_name
DDInter1533,Promethazine,promethazine,Promethazine,promethazine,DB01069,true,false,,false,accepted_exact_normalized_name
DDInter1534,Propafenone,propafenone,Propafenone,propafenone,DB01182,true,false,,false,accepted_exact_normalized_name
DDInter1535,Propantheline,propantheline,Propantheline,propantheline,DB00782,true,false,,false,accepted_exact_normalized_name
DDInter1537,Propiomazine,propiomazine,Propiomazine,propiomazine,DB00777,true,false,,false,accepted_exact_normalized_name
DDInter1538,Propofol,propofol,Propofol,propofol,DB00818,true,false,,false,accepted_exact_normalized_name
DDInter1539,Propranolol,propranolol,Propranolol,propranolol,DB00571,true,false,,false,accepted_exact_normalized_name
DDInter1541,Propylthiouracil,propylthiouracil,Propylthiouracil,propylthiouracil,DB00550,true,false,,false,accepted_exact_normalized_name
