DDInter_ID,DDInter_name,normalized_DDInter_name,PrimeKG_name,normalized_PrimeKG_name,DrugBank_ID,equal_after_normalization,route_or_formulation_qualifier_detected,lexical_attention_reason,suspicious_lexical_case,review_status
DDInter555,Digoxin Immune Fab (Ovine),digoxin immune fab (ovine),Digoxin Immune Fab (Ovine),digoxin immune fab (ovine),DB00076,true,false,parenthetical_or_comma_exact_match,false,accepted_exact_normalized_name
DDInter556,Dihydrocodeine,dihydrocodeine,Dihydrocodeine,dihydrocodeine,DB01551,true,false,,false,accepted_exact_normalized_name
DDInter557,Dihydroergotamine,dihydroergotamine,Dihydroergotamine,dihydroergotamine,DB00320,true,false,,false,accepted_exact_normalized_name
DDInter558,Dihydrotachysterol,dihydrotachysterol,Dihydrotachysterol,dihydrotachysterol,DB01070,true,false,,false,accepted_exact_normalized_name
DDInter56,Alteplase,alteplase,Alteplase,alteplase,DB00009,true,false,,false,accepted_exact_normalized_name
DDInter561,Diltiazem,diltiazem,Diltiazem,diltiazem,DB00343,true,false,,false,accepted_exact_normalized_name
DDInter562,Dimenhydrinate,dimenhydrinate,Dimenhydrinate,dimenhydrinate,DB00985,true,false,,false,accepted_exact_normalized_name
DDInter563,Dimercaprol,dimercaprol,Dimercaprol,dimercaprol,DB06782,true,false,,false,accepted_exact_normalized_name
DDInter564,Dimethyl fumarate,dimethyl fumarate,Dimethyl fumarate,dimethyl fumarate,DB08908,true,false,,false,accepted_exact_normalized_name
DDInter568,Dinutuximab,dinutuximab,Dinutuximab,dinutuximab,DB09077,true,false,,false,accepted_exact_normalized_name
DDInter569,Diphenhydramine,diphenhydramine,Diphenhydramine,diphenhydramine,DB01075,true,false,,false,accepted_exact_normalized_name
DDInter57,Altretamine,altretamine,Altretamine,altretamine,DB00488,true,false,,false,accepted_exact_normalized_name
DDInter571,Diphenoxylate,diphenoxylate,Diphenoxylate,diphenoxylate,DB01081,true,false,,false,accepted_exact_normalized_name
DDInter573,Dipyridamole,dipyridamole,Dipyridamole,dipyridamole,DB00975,true,false,,false,accepted_exact_normalized_name
DDInter574,Diroximel fumarate,diroximel fumarate,Diroximel fumarate,diroximel fumarate,DB14783,true,false,,false,accepted_exact_normalized_name
DDInter575,Disopyramide,disopyramide,Disopyramide,disopyramide,DB00280,true,false,,false,accepted_exact_normalized_name
DDInter576,Disulfiram,disulfiram,Disulfiram,disulfiram,DB00822,true,false,,false,accepted_exact_normalized_name
DDInter577,Dobutamine,dobutamine,Dobutamine,dobutamine,DB00841,true,false,,false,accepted_exact_normalized_name
DDInter578,Docetaxel,docetaxel,Docetaxel,docetaxel,DB01248,true,false,,false,accepted_exact_normalized_name
DDInter579,Docusate,docusate,Docusate,docusate,DB11089,true,false,,false,accepted_exact_normalized_name
DDInter58,Aluminum hydroxide,aluminum hydroxide,Aluminum hydroxide,aluminum hydroxide,DB06723,true,false,,false,accepted_exact_normalized_name
DDInter580,Dofetilide,dofetilide,Dofetilide,dofetilide,DB00204,true,false,,false,accepted_exact_normalized_name
DDInter581,Dolasetron,dolasetron,Dolasetron,dolasetron,DB00757,true,false,,false,accepted_exact_normalized_name
DDInter582,Dolutegravir,dolutegravir,Dolutegravir,dolutegravir,DB08930,true,false,,false,accepted_exact_normalized_name
DDInter583,Donepezil,donepezil,Donepezil,donepezil,DB00843,true,false,,false,accepted_exact_normalized_name
DDInter584,Dopamine,dopamine,Dopamine,dopamine,DB00988,true,false,,false,accepted_exact_normalized_name
DDInter585,Doravirine,doravirine,Doravirine,doravirine,DB12301,true,false,,false,accepted_exact_normalized_name
DDInter586,Doripenem,doripenem,Doripenem,doripenem,DB06211,true,false,,false,accepted_exact_normalized_name
DDInter59,Alvimopan,alvimopan,Alvimopan,alvimopan,DB06274,true,false,,false,accepted_exact_normalized_name
DDInter590,Doxacurium,doxacurium,Doxacurium,doxacurium,DB01135,true,false,,false,accepted_exact_normalized_name
DDInter591,Doxapram,doxapram,Doxapram,doxapram,DB00561,true,false,,false,accepted_exact_normalized_name
DDInter592,Doxazosin,doxazosin,Doxazosin,doxazosin,DB00590,true,false,,false,accepted_exact_normalized_name
DDInter593,Doxepin,doxepin,Doxepin,doxepin,DB01142,true,false,,false,accepted_exact_normalized_name
DDInter595,Doxercalciferol,doxercalciferol,Doxercalciferol,doxercalciferol,DB06410,true,false,,false,accepted_exact_normalized_name
DDInter596,Doxorubicin,doxorubicin,Doxorubicin,doxorubicin,DB00997,true,false,,false,accepted_exact_normalized_name
DDInter598,Doxycycline,doxycycline,Doxycycline,doxycycline,DB00254,true,false,,false,accepted_exact_normalized_name
DDInter6,Abciximab,abciximab,Abciximab,abciximab,DB00054,true,false,,false,accepted_exact_normalized_name
DDInter60,Amantadine,amantadine,Amantadine,amantadine,DB00915,true,false,,false,accepted_exact_normalized_name
DDInter600,Doxylamine,doxylamine,Doxylamine,doxylamine,DB00366,true,false,,false,accepted_exact_normalized_name
DDInter601,Dronabinol,dronabinol,Dronabinol,dronabinol,DB00470,true,false,,false,accepted_exact_normalized_name
DDInter602,Dronedarone,dronedarone,Dronedarone,dronedarone,DB04855,true,false,,false,accepted_exact_normalized_name
DDInter603,Droperidol,droperidol,Droperidol,droperidol,DB00450,true,false,,false,accepted_exact_normalized_name
DDInter604,Drospirenone,drospirenone,Drospirenone,drospirenone,DB01395,true,false,,false,accepted_exact_normalized_name
DDInter605,Drotrecogin alfa,drotrecogin alfa,Drotrecogin alfa,drotrecogin alfa,DB00055,true,false,,false,accepted_exact_normalized_name
DDInter606,Droxidopa,droxidopa,Droxidopa,droxidopa,DB06262,true,false,,false,accepted_exact_normalized_name
DDInter607,Dulaglutide,dulaglutide,Dulaglutide,dulaglutide,DB09045,true,false,,false,accepted_exact_normalized_name
DDInter608,Duloxetine,duloxetine,Duloxetine,duloxetine,DB00476,true,false,,false,accepted_exact_normalized_name
DDInter609,Dupilumab,dupilumab,Dupilumab,dupilumab,DB12159,true,false,,false,accepted_exact_normalized_name
DDInter61,Ambenonium,ambenonium,Ambenonium,ambenonium,DB01122,true,false,,false,accepted_exact_normalized_name
DDInter610,Durvalumab,durvalumab,Durvalumab,durvalumab,DB11714,true,false,,false,accepted_exact_normalized_name
DDInter611,Dutasteride,dutasteride,Dutasteride,dutasteride,DB01126,true,false,,false,accepted_exact_normalized_name
DDInter612,Duvelisib,duvelisib,Duvelisib,duvelisib,DB11952,true,false,,false,accepted_exact_normalized_name
DDInter613,Dyphylline,dyphylline,Dyphylline,dyphylline,DB00651,true,false,,false,accepted_exact_normalized_name
DDInter614,Echinacea,echinacea,Echinacea,echinacea,DB14240,true,false,,false,accepted_exact_normalized_name
DDInter616,Econazole,econazole,Econazole,econazole,DB01127,true,false,,false,accepted_exact_normalized_name
DDInter618,Eculizumab,eculizumab,Eculizumab,eculizumab,DB01257,true,false,,false,accepted_exact_normalized_name
DDInter619,Edetate calcium disodium anhydrous,edetate calcium disodium anhydrous,Edetate calcium disodium anhydrous,edetate calcium disodium anhydrous,DB14598,true,false,,false,accepted_exact_normalized_name
DDInter62,Ambrisentan,ambrisentan,Ambrisentan,ambrisentan,DB06403,true,false,,false,accepted_exact_normalized_name
DDInter620,Edetate disodium anhydrous,edetate disodium anhydrous,Edetate disodium anhydrous,edetate disodium anhydrous,DB14600,true,false,,false,accepted_exact_normalized_name
DDInter621,Edoxaban,edoxaban,Edoxaban,edoxaban,DB09075,true,false,,false,accepted_exact_normalized_name
DDInter622,Edrophonium,edrophonium,Edrophonium,edrophonium,DB01010,true,false,,false,accepted_exact_normalized_name
DDInter623,Efalizumab,efalizumab,Efalizumab,efalizumab,DB00095,true,false,,false,accepted_exact_normalized_name
DDInter624,Efavirenz,efavirenz,Efavirenz,efavirenz,DB00625,true,false,,false,accepted_exact_normalized_name
DDInter625,Elagolix,elagolix,Elagolix,elagolix,DB11979,true,false,,false,accepted_exact_normalized_name
DDInter626,Elbasvir,elbasvir,Elbasvir,elbasvir,DB11574,true,false,,false,accepted_exact_normalized_name
DDInter627,Eletriptan,eletriptan,Eletriptan,eletriptan,DB00216,true,false,,false,accepted_exact_normalized_name
DDInter628,Elexacaftor,elexacaftor,Elexacaftor,elexacaftor,DB15444,true,false,,false,accepted_exact_normalized_name
DDInter629,Eliglustat,eliglustat,Eliglustat,eliglustat,DB09039,true,false,,false,accepted_exact_normalized_name
DDInter63,Amcinonide,amcinonide,Amcinonide,amcinonide,DB00288,true,false,,false,accepted_exact_normalized_name
DDInter630,Elotuzumab,elotuzumab,Elotuzumab,elotuzumab,DB06317,true,false,,false,accepted_exact_normalized_name
DDInter631,Eltrombopag,eltrombopag,Eltrombopag,eltrombopag,DB06210,true,false,,false,accepted_exact_normalized_name
DDInter632,Eluxadoline,eluxadoline,Eluxadoline,eluxadoline,DB09272,true,false,,false,accepted_exact_normalized_name
DDInter633,Elvitegravir,elvitegravir,Elvitegravir,elvitegravir,DB09101,true,false,,false,accepted_exact_normalized_name
DDInter634,Emapalumab,emapalumab,Emapalumab,emapalumab,DB14724,true,false,,false,accepted_exact_normalized_name
DDInter635,Emicizumab,emicizumab,Emicizumab,emicizumab,DB13923,true,false,,false,accepted_exact_normalized_name
DDInter636,Empagliflozin,empagliflozin,Empagliflozin,empagliflozin,DB09038,true,false,,false,accepted_exact_normalized_name
DDInter637,Emtricitabine,emtricitabine,Emtricitabine,emtricitabine,DB00879,true,false,,false,accepted_exact_normalized_name
DDInter638,Enalapril,enalapril,Enalapril,enalapril,DB00584,true,false,,false,accepted_exact_normalized_name
DDInter639,Enasidenib,enasidenib,Enasidenib,enasidenib,DB13874,true,false,,false,accepted_exact_normalized_name
DDInter64,Amifampridine,amifampridine,Amifampridine,amifampridine,DB11640,true,false,,false,accepted_exact_normalized_name
DDInter640,Encorafenib,encorafenib,Encorafenib,encorafenib,DB11718,true,false,,false,accepted_exact_normalized_name
DDInter641,Enflurane,enflurane,Enflurane,enflurane,DB00228,true,false,,false,accepted_exact_normalized_name
DDInter642,Enfortumab vedotin,enfortumab vedotin,Enfortumab vedotin,enfortumab vedotin,DB13007,true,false,,false,accepted_exact_normalized_name
DDInter643,Enfuvirtide,enfuvirtide,Enfuvirtide,enfuvirtide,DB00109,true,false,,false,accepted_exact_normalized_name
DDInter644,Enoxacin,enoxacin,Enoxacin,enoxacin,DB00467,true,false,,false,accepted_exact_normalized_name
DDInter645,Enoxaparin,enoxaparin,Enoxaparin,enoxaparin,DB01225,true,false,,false,accepted_exact_normalized_name
DDInter646,Entacapone,entacapone,Entacapone,entacapone,DB00494,true,false,,false,accepted_exact_normalized_name
DDInter647,Entecavir,entecavir,Entecavir,entecavir,DB00442,true,false,,false,accepted_exact_normalized_name
DDInter648,Entrectinib,entrectinib,Entrectinib,entrectinib,DB11986,true,false,,false,accepted_exact_normalized_name
DDInter649,Enzalutamide,enzalutamide,Enzalutamide,enzalutamide,DB08899,true,false,,false,accepted_exact_normalized_name
DDInter65,Amifostine,amifostine,Amifostine,amifostine,DB01143,true,false,,false,accepted_exact_normalized_name
DDInter650,Ephedrine,ephedrine,Ephedrine,ephedrine,DB01364,true,false,,false,accepted_exact_normalized_name
DDInter652,Epinephrine,epinephrine,Epinephrine,epinephrine,DB00668,true,false,,false,accepted_exact_normalized_name
DDInter655,Epirubicin,epirubicin,Epirubicin,epirubicin,DB00445,true,false,,false,accepted_exact_normalized_name
DDInter656,Eplerenone,eplerenone,Eplerenone,eplerenone,DB00700,true,false,,false,accepted_exact_normalized_name
DDInter657,Epoprostenol,epoprostenol,Epoprostenol,epoprostenol,DB01240,true,false,,false,accepted_exact_normalized_name
DDInter658,Eprosartan,eprosartan,Eprosartan,eprosartan,DB00876,true,false,,false,accepted_exact_normalized_name
DDInter659,Eptifibatide,eptifibatide,Eptifibatide,eptifibatide,DB00063,true,false,,false,accepted_exact_normalized_name
DDInter66,Amikacin,amikacin,Amikacin,amikacin,DB00479,true,false,,false,accepted_exact_normalized_name
DDInter660,Eravacycline,eravacycline,Eravacycline,eravacycline,DB12329,true,false,,false,accepted_exact_normalized_name
DDInter661,Erdafitinib,erdafitinib,Erdafitinib,erdafitinib,DB12147,true,false,,false,accepted_exact_normalized_name
DDInter662,Ergocalciferol,ergocalciferol,Ergocalciferol,ergocalciferol,DB00153,true,false,,false,accepted_exact_normalized_name
DDInter663,Ergoloid mesylate,ergoloid mesylate,Ergoloid mesylate,ergoloid mesylate,DB01049,true,false,,false,accepted_exact_normalized_name
DDInter664,Ergometrine,ergometrine,Ergometrine,ergometrine,DB01253,true,false,,false,accepted_exact_normalized_name
DDInter665,Ergotamine,ergotamine,Ergotamine,ergotamine,DB00696,true,false,,false,accepted_exact_normalized_name
DDInter666,Eribulin,eribulin,Eribulin,eribulin,DB08871,true,false,,false,accepted_exact_normalized_name
DDInter667,Erlotinib,erlotinib,Erlotinib,erlotinib,DB00530,true,false,,false,accepted_exact_normalized_name
DDInter668,Ertapenem,ertapenem,Ertapenem,ertapenem,DB00303,true,false,,false,accepted_exact_normalized_name
DDInter669,Ertugliflozin,ertugliflozin,Ertugliflozin,ertugliflozin,DB11827,true,false,,false,accepted_exact_normalized_name
DDInter670,Erythromycin,erythromycin,Erythromycin,erythromycin,DB00199,true,false,,false,accepted_exact_normalized_name
DDInter671,Erythropoietin,erythropoietin,Erythropoietin,erythropoietin,DB00016,true,false,,false,accepted_exact_normalized_name
DDInter672,Escitalopram,escitalopram,Escitalopram,escitalopram,DB01175,true,false,,false,accepted_exact_normalized_name
DDInter673,Esketamine,esketamine,Esketamine,esketamine,DB11823,true,false,,false,accepted_exact_normalized_name
DDInter674,Eslicarbazepine,eslicarbazepine,Eslicarbazepine,eslicarbazepine,DB14575,true,false,,false,accepted_exact_normalized_name
DDInter675,Esmolol,esmolol,Esmolol,esmolol,DB00187,true,false,,false,accepted_exact_normalized_name
DDInter676,Esomeprazole,esomeprazole,Esomeprazole,esomeprazole,DB00736,true,false,,false,accepted_exact_normalized_name
DDInter677,Estazolam,estazolam,Estazolam,estazolam,DB01215,true,false,,false,accepted_exact_normalized_name
DDInter678,Esterified estrogens,esterified estrogens,Esterified estrogens,esterified estrogens,DB09381,true,false,,false,accepted_exact_normalized_name
DDInter679,Estradiol,estradiol,Estradiol,estradiol,DB00783,true,false,,false,accepted_exact_normalized_name
DDInter68,Amiloride,amiloride,Amiloride,amiloride,DB00594,true,false,,false,accepted_exact_normalized_name
DDInter681,Estramustine,estramustine,Estramustine,estramustine,DB01196,true,false,,false,accepted_exact_normalized_name
DDInter682,Estrone,estrone,Estrone,estrone,DB00655,true,false,,false,accepted_exact_normalized_name
DDInter683,Estrone sulfate,estrone sulfate,Estrone sulfate,estrone sulfate,DB04574,true,false,,false,accepted_exact_normalized_name
DDInter685,Eszopiclone,eszopiclone,Eszopiclone,eszopiclone,DB00402,true,false,,false,accepted_exact_normalized_name
DDInter686,Etacrynic acid,etacrynic acid,Etacrynic acid,etacrynic acid,DB00903,true,false,,false,accepted_exact_normalized_name
DDInter687,Etanercept,etanercept,Etanercept,etanercept,DB00005,true,false,,false,accepted_exact_normalized_name
DDInter689,Ethambutol,ethambutol,Ethambutol,ethambutol,DB00330,true,false,,false,accepted_exact_normalized_name
DDInter690,Ethanol,ethanol,Ethanol,ethanol,DB00898,true,false,,false,accepted_exact_normalized_name
DDInter691,Ethchlorvynol,ethchlorvynol,Ethchlorvynol,ethchlorvynol,DB00189,true,false,,false,accepted_exact_normalized_name
DDInter692,Ethinylestradiol,ethinylestradiol,Ethinylestradiol,ethinylestradiol,DB00977,true,false,,false,accepted_exact_normalized_name
DDInter693,Ethiodized oil,ethiodized oil,Ethiodized oil,ethiodized oil,DB00965,true,false,,false,accepted_exact_normalized_name
DDInter694,Ethionamide,ethionamide,Ethionamide,ethionamide,DB00609,true,false,,false,accepted_exact_normalized_name
DDInter695,Ethosuximide,ethosuximide,Ethosuximide,ethosuximide,DB00593,true,false,,false,accepted_exact_normalized_name
DDInter696,Ethotoin,ethotoin,Ethotoin,ethotoin,DB00754,true,false,,false,accepted_exact_normalized_name
DDInter697,Etidocaine,etidocaine,Etidocaine,etidocaine,DB08987,true,false,,false,accepted_exact_normalized_name
DDInter698,Etidronic acid,etidronic acid,Etidronic acid,etidronic acid,DB01077,true,false,,false,accepted_exact_normalized_name
DDInter699,Etodolac,etodolac,Etodolac,etodolac,DB00749,true,false,,false,accepted_exact_normalized_name
DDInter7,Abemaciclib,abemaciclib,Abemaciclib,abemaciclib,DB12001,true,false,,false,accepted_exact_normalized_name
DDInter70,Aminocaproic acid,aminocaproic acid,Aminocaproic acid,aminocaproic acid,DB00513,true,false,,false,accepted_exact_normalized_name
DDInter700,Etomidate,etomidate,Etomidate,etomidate,DB00292,true,false,,false,accepted_exact_normalized_name
DDInter701,Etonogestrel,etonogestrel,Etonogestrel,etonogestrel,DB00294,true,false,,false,accepted_exact_normalized_name
DDInter702,Etoposide,etoposide,Etoposide,etoposide,DB00773,true,false,,false,accepted_exact_normalized_name
DDInter703,Etravirine,etravirine,Etravirine,etravirine,DB06414,true,false,,false,accepted_exact_normalized_name
DDInter704,Everolimus,everolimus,Everolimus,everolimus,DB01590,true,false,,false,accepted_exact_normalized_name
DDInter705,Exemestane,exemestane,Exemestane,exemestane,DB00990,true,false,,false,accepted_exact_normalized_name
DDInter706,Exenatide,exenatide,Exenatide,exenatide,DB01276,true,false,,false,accepted_exact_normalized_name
DDInter707,Ezetimibe,ezetimibe,Ezetimibe,ezetimibe,DB00973,true,false,,false,accepted_exact_normalized_name
DDInter708,Ezogabine,ezogabine,Ezogabine,ezogabine,DB04953,true,false,,false,accepted_exact_normalized_name
DDInter709,Factor IX Complex (Human),factor ix complex (human),Factor IX Complex (Human),factor ix complex (human),DB11330,true,false,parenthetical_or_comma_exact_match,false,accepted_exact_normalized_name
DDInter71,Aminoglutethimide,aminoglutethimide,Aminoglutethimide,aminoglutethimide,DB00357,true,false,,false,accepted_exact_normalized_name
DDInter710,Factor XIII (human),factor xiii (human),Factor XIII (human),factor xiii (human),DB12909,true,false,parenthetical_or_comma_exact_match,false,accepted_exact_normalized_name
DDInter711,Famciclovir,famciclovir,Famciclovir,famciclovir,DB00426,true,false,,false,accepted_exact_normalized_name
DDInter712,Famotidine,famotidine,Famotidine,famotidine,DB00927,true,false,,false,accepted_exact_normalized_name
DDInter713,Febuxostat,febuxostat,Febuxostat,febuxostat,DB04854,true,false,,false,accepted_exact_normalized_name
DDInter714,Fedratinib,fedratinib,Fedratinib,fedratinib,DB12500,true,false,,false,accepted_exact_normalized_name
DDInter715,Felbamate,felbamate,Felbamate,felbamate,DB00949,true,false,,false,accepted_exact_normalized_name
DDInter716,Felodipine,felodipine,Felodipine,felodipine,DB01023,true,false,,false,accepted_exact_normalized_name
DDInter717,Fenfluramine,fenfluramine,Fenfluramine,fenfluramine,DB00574,true,false,,false,accepted_exact_normalized_name
DDInter718,Fenofibrate,fenofibrate,Fenofibrate,fenofibrate,DB01039,true,false,,false,accepted_exact_normalized_name
DDInter719,Fenofibric acid,fenofibric acid,Fenofibric acid,fenofibric acid,DB13873,true,false,,false,accepted_exact_normalized_name
DDInter72,Aminolevulinic acid,aminolevulinic acid,Aminolevulinic acid,aminolevulinic acid,DB00855,true,false,,false,accepted_exact_normalized_name
DDInter720,Fenoldopam,fenoldopam,Fenoldopam,fenoldopam,DB00800,true,false,,false,accepted_exact_normalized_name
DDInter721,Fenoprofen,fenoprofen,Fenoprofen,fenoprofen,DB00573,true,false,,false,accepted_exact_normalized_name
DDInter722,Fentanyl,fentanyl,Fentanyl,fentanyl,DB00813,true,false,,false,accepted_exact_normalized_name
DDInter723,Ferric carboxymaltose,ferric carboxymaltose,Ferric carboxymaltose,ferric carboxymaltose,DB08917,true,false,,false,accepted_exact_normalized_name
DDInter724,Ferric derisomaltose,ferric derisomaltose,Ferric derisomaltose,ferric derisomaltose,DB15617,true,false,,false,accepted_exact_normalized_name
DDInter725,Ferrous fumarate,ferrous fumarate,Ferrous fumarate,ferrous fumarate,DB14491,true,false,,false,accepted_exact_normalized_name
DDInter726,Ferrous gluconate,ferrous gluconate,Ferrous gluconate,ferrous gluconate,DB14488,true,false,,false,accepted_exact_normalized_name
DDInter727,Ferrous sulfate anhydrous,ferrous sulfate anhydrous,Ferrous sulfate anhydrous,ferrous sulfate anhydrous,DB13257,true,false,,false,accepted_exact_normalized_name
DDInter728,Ferumoxides,ferumoxides,Ferumoxides,ferumoxides,DB09508,true,false,,false,accepted_exact_normalized_name
DDInter729,Ferumoxsil,ferumoxsil,Ferumoxsil,ferumoxsil,DB09507,true,false,,false,accepted_exact_normalized_name
DDInter730,Ferumoxytol,ferumoxytol,Ferumoxytol,ferumoxytol,DB06215,true,false,,false,accepted_exact_normalized_name
DDInter731,Fesoterodine,fesoterodine,Fesoterodine,fesoterodine,DB06702,true,false,,false,accepted_exact_normalized_name
DDInter732,Fexofenadine,fexofenadine,Fexofenadine,fexofenadine,DB00950,true,false,,false,accepted_exact_normalized_name
DDInter733,Fibrinogen human,fibrinogen human,Fibrinogen human,fibrinogen human,DB09222,true,false,,false,accepted_exact_normalized_name
DDInter734,Fidaxomicin,fidaxomicin,Fidaxomicin,fidaxomicin,DB08874,true,false,,false,accepted_exact_normalized_name
DDInter735,Filgrastim,filgrastim,Filgrastim,filgrastim,DB00099,true,false,,false,accepted_exact_normalized_name
DDInter736,Finasteride,finasteride,Finasteride,finasteride,DB01216,true,false,,false,accepted_exact_normalized_name
DDInter737,Fingolimod,fingolimod,Fingolimod,fingolimod,DB08868,true,false,,false,accepted_exact_normalized_name
DDInter738,Flavoxate,flavoxate,Flavoxate,flavoxate,DB01148,true,false,,false,accepted_exact_normalized_name
DDInter74,Aminophylline,aminophylline,Aminophylline,aminophylline,DB01223,true,false,,false,accepted_exact_normalized_name
DDInter740,Flecainide,flecainide,Flecainide,flecainide,DB01195,true,false,,false,accepted_exact_normalized_name
DDInter741,Flibanserin,flibanserin,Flibanserin,flibanserin,DB04908,true,false,,false,accepted_exact_normalized_name
DDInter742,Floxuridine,floxuridine,Floxuridine,floxuridine,DB00322,true,false,,false,accepted_exact_normalized_name
DDInter743,Fluconazole,fluconazole,Fluconazole,fluconazole,DB00196,true,false,,false,accepted_exact_normalized_name
DDInter744,Flucytosine,flucytosine,Flucytosine,flucytosine,DB01099,true,false,,false,accepted_exact_normalized_name
DDInter745,Fludarabine,fludarabine,Fludarabine,fludarabine,DB01073,true,false,,false,accepted_exact_normalized_name
DDInter746,Fludeoxyglucose (18F),fludeoxyglucose (18f),Fludeoxyglucose (18F),fludeoxyglucose (18f),DB09502,true,false,parenthetical_or_comma_exact_match,false,accepted_exact_normalized_name
DDInter747,Fludrocortisone,fludrocortisone,Fludrocortisone,fludrocortisone,DB00687,true,false,,false,accepted_exact_normalized_name
DDInter748,Flumazenil,flumazenil,Flumazenil,flumazenil,DB01205,true,false,,false,accepted_exact_normalized_name
DDInter749,Flunisolide,flunisolide,Flunisolide,flunisolide,DB00180,true,false,,false,accepted_exact_normalized_name
DDInter75,Aminosalicylic acid,aminosalicylic acid,Aminosalicylic acid,aminosalicylic acid,DB00233,true,false,,false,accepted_exact_normalized_name
DDInter751,Fluocinolone acetonide,fluocinolone acetonide,Fluocinolone acetonide,fluocinolone acetonide,DB00591,true,false,,false,accepted_exact_normalized_name
DDInter752,Fluocinonide,fluocinonide,Fluocinonide,fluocinonide,DB01047,true,false,,false,accepted_exact_normalized_name
DDInter755,Fluorometholone,fluorometholone,Fluorometholone,fluorometholone,DB00324,true,false,,false,accepted_exact_normalized_name
DDInter757,Fluorouracil,fluorouracil,Fluorouracil,fluorouracil,DB00544,true,false,,false,accepted_exact_normalized_name
DDInter758,Fluoxetine,fluoxetine,Fluoxetine,fluoxetine,DB00472,true,false,,false,accepted_exact_normalized_name
DDInter759,Fluoxymesterone,fluoxymesterone,Fluoxymesterone,fluoxymesterone,DB01185,true,false,,false,accepted_exact_normalized_name
DDInter76,Amiodarone,amiodarone,Amiodarone,amiodarone,DB01118,true,false,,false,accepted_exact_normalized_name
DDInter760,Fluphenazine,fluphenazine,Fluphenazine,fluphenazine,DB00623,true,false,,false,accepted_exact_normalized_name
DDInter762,Flurazepam,flurazepam,Flurazepam,flurazepam,DB00690,true,false,,false,accepted_exact_normalized_name
DDInter763,Flurbiprofen,flurbiprofen,Flurbiprofen,flurbiprofen,DB00712,true,false,,false,accepted_exact_normalized_name
DDInter765,Flutamide,flutamide,Flutamide,flutamide,DB00499,true,false,,false,accepted_exact_normalized_name
DDInter766,Fluticasone,fluticasone,Fluticasone,fluticasone,DB13867,true,false,,false,accepted_exact_normalized_name
DDInter769,Fluvastatin,fluvastatin,Fluvastatin,fluvastatin,DB01095,true,false,,false,accepted_exact_normalized_name
DDInter77,Amisulpride,amisulpride,Amisulpride,amisulpride,DB06288,true,false,,false,accepted_exact_normalized_name
DDInter770,Fluvoxamine,fluvoxamine,Fluvoxamine,fluvoxamine,DB00176,true,false,,false,accepted_exact_normalized_name
DDInter771,Folic acid,folic acid,Folic acid,folic acid,DB00158,true,false,,false,accepted_exact_normalized_name
DDInter772,Follitropin,follitropin,Follitropin,follitropin,DB00066,true,false,,false,accepted_exact_normalized_name
DDInter773,Fomepizole,fomepizole,Fomepizole,fomepizole,DB01213,true,false,,false,accepted_exact_normalized_name
DDInter775,Fondaparinux,fondaparinux,Fondaparinux,fondaparinux,DB00569,true,false,,false,accepted_exact_normalized_name
DDInter776,Formoterol,formoterol,Formoterol,formoterol,DB00983,true,false,,false,accepted_exact_normalized_name
DDInter777,Fosamprenavir,fosamprenavir,Fosamprenavir,fosamprenavir,DB01319,true,false,,false,accepted_exact_normalized_name
DDInter778,Fosaprepitant,fosaprepitant,Fosaprepitant,fosaprepitant,DB06717,true,false,,false,accepted_exact_normalized_name
DDInter779,Foscarnet,foscarnet,Foscarnet,foscarnet,DB00529,true,false,,false,accepted_exact_normalized_name
DDInter78,Amitriptyline,amitriptyline,Amitriptyline,amitriptyline,DB00321,true,false,,false,accepted_exact_normalized_name
DDInter780,Fosfomycin,fosfomycin,Fosfomycin,fosfomycin,DB00828,true,false,,false,accepted_exact_normalized_name
DDInter781,Fosinopril,fosinopril,Fosinopril,fosinopril,DB00492,true,false,,false,accepted_exact_normalized_name
DDInter782,Fosnetupitant,fosnetupitant,Fosnetupitant,fosnetupitant,DB14019,true,false,,false,accepted_exact_normalized_name
DDInter783,Fosphenytoin,fosphenytoin,Fosphenytoin,fosphenytoin,DB01320,true,false,,false,accepted_exact_normalized_name
DDInter784,Fospropofol,fospropofol,Fospropofol,fospropofol,DB06716,true,false,,false,accepted_exact_normalized_name
DDInter785,Fostamatinib,fostamatinib,Fostamatinib,fostamatinib,DB12010,true,false,,false,accepted_exact_normalized_name
DDInter786,Fostemsavir,fostemsavir,Fostemsavir,fostemsavir,DB11796,true,false,,false,accepted_exact_normalized_name
DDInter787,Frangula purshiana bark,frangula purshiana bark,Frangula purshiana bark,frangula purshiana bark,DB15478,true,false,,false,accepted_exact_normalized_name
DDInter788,Frovatriptan,frovatriptan,Frovatriptan,frovatriptan,DB00998,true,false,,false,accepted_exact_normalized_name
DDInter789,Fulvestrant,fulvestrant,Fulvestrant,fulvestrant,DB00947,true,false,,false,accepted_exact_normalized_name
DDInter79,Amlodipine,amlodipine,Amlodipine,amlodipine,DB00381,true,false,,false,accepted_exact_normalized_name
DDInter790,Furosemide,furosemide,Furosemide,furosemide,DB00695,true,false,,false,accepted_exact_normalized_name
DDInter791,Gabapentin,gabapentin,Gabapentin,gabapentin,DB00996,true,false,,false,accepted_exact_normalized_name
DDInter792,Gadobenic acid,gadobenic acid,Gadobenic acid,gadobenic acid,DB00743,true,false,,false,accepted_exact_normalized_name
