DDInter_ID_A,Drug_A,DrugBank_ID_A,DDInter_ID_B,Drug_B,DrugBank_ID_B,severity,PrimeKG_node_A,PrimeKG_node_B,mapping_method_A,mapping_method_B,PrimeKG_known_overlap
DDInter1605,Risperidone,DB00734,DDInter416,Clotrimazole,DB00257,Unknown,3006,3867,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter451,Cyanocobalamin,DB00115,Unknown,3006,3489,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter460,Cytarabine,DB00987,Unknown,3006,3563,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter555,Digoxin Immune Fab (Ovine),DB00076,Moderate,3006,9821,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter598,Doxycycline,DB00254,Unknown,3006,4208,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter616,Econazole,DB01127,Unknown,3006,3602,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter655,Epirubicin,DB00445,Moderate,3006,3502,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter732,Fexofenadine,DB00950,Unknown,3006,3049,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter737,Fingolimod,DB08868,Major,3006,4612,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter747,Fludrocortisone,DB00687,Moderate,3006,2810,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter771,Folic acid,DB00158,Unknown,3006,3461,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter83,Amoxicillin,DB01060,Unknown,3006,3074,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter832,Glycerin,DB09462,Moderate,3006,3495,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter856,Heparin,DB01109,Unknown,3006,3293,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter927,Inotuzumab ozogamicin,DB05889,Moderate,3006,5341,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter959,Ioflupane I-123,DB08824,Moderate,3006,9009,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter960,Iohexol,DB01362,Major,3006,10400,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter961,Iopamidol,DB08947,Major,3006,10401,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1605,Risperidone,DB00734,DDInter998,Ivermectin,DB00602,Unknown,3006,4233,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1616,Romidepsin,DB06176,Moderate,4657,3792,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1621,Rosiglitazone,DB00412,Moderate,4657,2948,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1626,Rucaparib,DB12332,Moderate,4657,3840,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1646,Saxagliptin,DB06335,Moderate,4657,3796,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1660,Semaglutide,DB13928,Moderate,4657,3258,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1679,Sitagliptin,DB01261,Moderate,4657,4284,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1702,Sorafenib,DB00398,Moderate,4657,3728,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1731,Sunitinib,DB01268,Moderate,4657,3785,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1735,Tacrolimus,DB00864,Moderate,4657,3034,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1744,Tamoxifen,DB00675,Moderate,4657,2996,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1782,Tetracosactide,DB01284,Minor,4657,6669,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1826,Tolazamide,DB00839,Moderate,4657,4561,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1828,Tolbutamide,DB01124,Moderate,4657,3087,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1837,Toremifene,DB00539,Major,4657,4227,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1863,Triclabendazole,DB12245,Moderate,4657,3579,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1880,Triptorelin,DB06825,Moderate,4657,5364,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1917,Vandetanib,DB05294,Major,4657,3156,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter1925,Vemurafenib,DB08881,Major,4657,3188,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter204,Bicalutamide,DB01128,Moderate,4657,3926,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter224,Bosutinib,DB06616,Moderate,4657,4355,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter262,Cabozantinib,DB08875,Major,4657,4379,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter280,Canagliflozin,DB08907,Moderate,4657,3334,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter340,Ceritinib,DB09063,Major,4657,4396,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter359,Chloroquine,DB00608,Moderate,4657,2989,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter36,Albiglutide,DB09043,Moderate,4657,6732,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter364,Chlorpropamide,DB00672,Moderate,4657,3386,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter393,Clarithromycin,DB01211,Moderate,4657,3778,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter448,Crizotinib,DB08865,Major,4657,3810,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter474,Dapagliflozin,DB06292,Moderate,4657,3984,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter484,Dasatinib,DB01254,Moderate,4657,3577,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter485,Daunorubicin,DB00694,Moderate,4657,3572,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter493,Degarelix,DB06699,Moderate,4657,5361,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter51,Alogliptin,DB06203,Moderate,4657,3981,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter581,Dolasetron,DB00757,Major,4657,3903,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter596,Doxorubicin,DB00997,Moderate,4657,3058,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter607,Dulaglutide,DB09045,Moderate,4657,6733,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter636,Empagliflozin,DB09038,Moderate,4657,4630,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter640,Encorafenib,DB11718,Moderate,4657,4026,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter648,Entrectinib,DB11986,Moderate,4657,4456,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter649,Enzalutamide,DB08899,Moderate,4657,3191,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter655,Epirubicin,DB00445,Moderate,4657,3502,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter666,Eribulin,DB08871,Moderate,4657,4811,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter669,Ertugliflozin,DB11827,Moderate,4657,3238,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter670,Erythromycin,DB00199,Moderate,4657,3719,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter706,Exenatide,DB01276,Moderate,4657,3111,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter712,Famotidine,DB00927,Moderate,4657,4099,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter717,Fenfluramine,DB00574,Moderate,4657,3740,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter737,Fingolimod,DB08868,Moderate,4657,4612,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter743,Fluconazole,DB00196,Moderate,4657,3718,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter765,Flutamide,DB00499,Moderate,4657,3570,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter8,Abiraterone,DB05812,Moderate,4657,3159,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter817,Gilteritinib,DB12141,Moderate,4657,3246,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter822,Glasdegib,DB11978,Moderate,4657,3244,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter825,Glimepiride,DB00222,Moderate,4657,4553,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter826,Glipizide,DB01067,Moderate,4657,3076,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter839,Goserelin,DB00014,Moderate,4657,5251,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter840,Granisetron,DB00889,Moderate,4657,4254,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter864,Histrelin,DB06788,Moderate,4657,5363,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter893,Hydroxychloroquine,DB01611,Moderate,4657,3130,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter904,Idarubicin,DB01177,Moderate,4657,3932,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter927,Inotuzumab ozogamicin,DB05889,Moderate,4657,5341,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter930,Insulin degludec,DB09564,Moderate,4657,3218,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter931,Insulin detemir,DB01307,Moderate,4657,3112,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter932,Insulin glargine,DB00047,Moderate,4657,4066,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter933,Insulin glulisine,DB01309,Moderate,4657,4115,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1606,Ritodrine,DB00867,DDInter940,Insulin lispro,DB00046,Moderate,4657,4065,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter1700,Somatrem,DB09098,Moderate,2967,5055,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter1793,Thiethylperazine,DB00372,Moderate,2967,6485,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter1814,Tioguanine,DB00352,Moderate,2967,3411,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter183,Benznidazole,DB11989,Moderate,2967,9428,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter1916,Vancomycin,DB00512,Unknown,2967,2968,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter219,Bleomycin,DB00290,Unknown,2967,4676,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter298,Carboplatin,DB00958,Unknown,2967,3520,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter38,Aldesleukin,DB00041,Moderate,2967,3446,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter387,Cisplatin,DB00515,Unknown,2967,2969,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter416,Clotrimazole,DB00257,Unknown,2967,3867,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter451,Cyanocobalamin,DB00115,Unknown,2967,3489,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter655,Epirubicin,DB00445,Moderate,2967,3502,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter71,Aminoglutethimide,DB00357,Moderate,2967,4220,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter734,Fidaxomicin,DB08874,Minor,2967,4378,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter83,Amoxicillin,DB01060,Unknown,2967,3074,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter843,Griseofulvin,DB00400,Moderate,2967,4079,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter856,Heparin,DB01109,Unknown,2967,3293,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter947,Interferon beta-1a,DB00060,Moderate,2967,4067,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1607,Ritonavir,DB00503,DDInter948,Interferon beta-1b,DB00068,Moderate,2967,4068,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter1642,Sargramostim,DB00020,Moderate,5009,6278,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter1743,Talimogene laherparepvec,DB13896,Major,5009,9257,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter1901,Upadacitinib,DB15091,Major,5009,4052,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter1912,Valganciclovir,DB01610,Moderate,5009,8998,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter1943,Vitamin E,DB00163,Minor,5009,2837,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter1963,Zinc acetate,DB14487,Minor,5009,3463,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter1964,Zinc chloride,DB14533,Minor,5009,3273,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter1965,Zinc gluconate,DB11248,Minor,5009,9089,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter1966,Zinc sulfate,DB09322,Minor,5009,3534,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter489,Deferiprone,DB08826,Major,5009,4674,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter574,Diroximel fumarate,DB14783,Moderate,5009,5919,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter614,Echinacea,DB14240,Minor,5009,4521,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter735,Filgrastim,DB00099,Moderate,5009,5895,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1608,Rituximab,DB00073,DDInter806,Ganciclovir,DB01004,Moderate,5009,9046,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1643,Sarilumab,DB11767,Moderate,3793,4445,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1658,Selpercatinib,DB15685,Moderate,3793,4535,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1698,Somapacitan,DB15093,Moderate,3793,3280,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1699,Somatotropin,DB00052,Moderate,3793,5054,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1700,Somatrem,DB09098,Moderate,3793,5055,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1708,St. John's Wort,DB01323,Major,3793,3946,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1752,Tedizolid,DB14569,Moderate,3793,3679,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1907,Ustekinumab,DB05679,Moderate,3793,7013,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter192,Bepridil,DB01244,Moderate,3793,3941,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1929,Verteporfin,DB00460,Moderate,3793,9176,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1935,Vilazodone,DB06684,Moderate,3793,3992,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1949,Voxelotor,DB14975,Moderate,3793,4530,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter1959,Zanubrutinib,DB15035,Major,3793,4531,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter223,Bosentan,DB00559,Moderate,3793,4229,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter241,Bromfenac,DB00963,Major,3793,3452,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter257,Butalbital,DB00241,Moderate,3793,5845,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter262,Cabozantinib,DB08875,Major,3793,4379,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter264,Calaspargase pegol,DB14730,Moderate,3793,10243,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter40,Alefacept,DB00092,Moderate,3793,6395,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter416,Clotrimazole,DB00257,Moderate,3793,3867,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter469,Dalfopristin,DB01764,Moderate,3793,4305,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter482,Darunavir,DB01264,Moderate,3793,3109,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter518,Dexfenfluramine,DB01191,Moderate,3793,3934,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter53,Alpelisib,DB12015,Moderate,3793,4458,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter614,Echinacea,DB14240,Moderate,3793,4521,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter640,Encorafenib,DB11718,Moderate,3793,4026,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter703,Etravirine,DB06414,Moderate,3793,4349,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter71,Aminoglutethimide,DB00357,Moderate,3793,4220,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter715,Felbamate,DB00949,Moderate,3793,4258,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter717,Fenfluramine,DB00574,Moderate,3793,3740,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter777,Fosamprenavir,DB01319,Moderate,3793,4286,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter778,Fosaprepitant,DB06717,Moderate,3793,4361,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter782,Fosnetupitant,DB14019,Moderate,3793,4514,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter783,Fosphenytoin,DB01320,Major,3793,3113,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter808,Garlic,DB10532,Moderate,3793,9998,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter81,Amobarbital,DB01351,Moderate,3793,5849,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter820,Ginseng,DB01404,Moderate,3793,5537,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter843,Griseofulvin,DB00400,Moderate,3793,4079,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter849,Guselkumab,DB11834,Moderate,3793,8354,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1609,Rivaroxaban,DB06228,DDInter954,Iodide I-131,DB09293,Moderate,3793,10287,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter1612,Rocuronium,DB00728,Moderate,6819,5657,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter1678,Sirolimus,DB00877,Major,6819,3758,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter1757,Telbivudine,DB01265,Moderate,6819,9199,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter1763,Temsirolimus,DB06287,Major,6819,3795,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter1890,Tubocurarine,DB01199,Moderate,6819,3640,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter1922,Vecuronium,DB01339,Moderate,6819,6432,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter386,Cisatracurium,DB00565,Moderate,6819,6429,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter460,Cytarabine,DB00987,Unknown,6819,3563,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter488,Deferasirox,DB01609,Major,6819,4121,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter647,Entecavir,DB00442,Moderate,6819,9261,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter652,Epinephrine,DB00668,Unknown,6819,3590,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter692,Ethinylestradiol,DB00977,Moderate,6819,3053,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter704,Everolimus,DB01590,Major,6819,3959,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter706,Exenatide,DB01276,Moderate,6819,3111,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter856,Heparin,DB01109,Unknown,6819,3293,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter870,Human cytomegalovirus immune globulin,DB13886,Major,6819,9929,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter957,Iodipamide,DB04711,Major,6819,3148,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter960,Iohexol,DB01362,Major,6819,10400,exact normalized-name fallback,exact normalized-name fallback,false
DDInter161,Bacitracin,DB00626,DDInter961,Iopamidol,DB08947,Major,6819,10401,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1616,Romidepsin,DB06176,Moderate,5957,3792,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1621,Rosiglitazone,DB00412,Unknown,5957,2948,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1622,Rosuvastatin,DB01098,Unknown,5957,3081,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1626,Rucaparib,DB12332,Moderate,5957,3840,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1632,Salbutamol,DB01001,Moderate,5957,4262,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1675,Simvastatin,DB00641,Unknown,5957,3744,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1676,Siponimod,DB12371,Major,5957,4468,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1693,Sodium sulfate,DB09472,Moderate,5957,5584,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1702,Sorafenib,DB00398,Moderate,5957,3728,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1725,Sulfasalazine,DB00795,Unknown,5957,4765,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1731,Sunitinib,DB01268,Moderate,5957,3785,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1744,Tamoxifen,DB00675,Moderate,5957,2996,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1610,Rivastigmine,DB00989,DDInter1769,Terbutaline,DB00871,Moderate,5957,3631,exact normalized-name fallback,exact normalized-name fallback,false
