DDInter_ID_A,Drug_A,DrugBank_ID_A,DDInter_ID_B,Drug_B,DrugBank_ID_B,severity,PrimeKG_node_A,PrimeKG_node_B,mapping_method_A,mapping_method_B,PrimeKG_known_overlap
DDInter1271,Nebivolol,DB04861,DDInter58,Aluminum hydroxide,DB06723,Minor,3152,9158,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter601,Dronabinol,DB00470,Moderate,3152,3381,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter747,Fludrocortisone,DB00687,Moderate,3152,2810,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter792,Gadobenic acid,DB00743,Moderate,3152,3008,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter794,Gadodiamide,DB00225,Moderate,3152,9568,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter795,Gadofosveset trisodium,DB06705,Moderate,3152,3169,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter796,Gadopentetic acid,DB00789,Moderate,3152,8479,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter797,Gadoteric acid,DB09132,Moderate,3152,9584,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter798,Gadoteridol,DB00597,Moderate,3152,9570,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter800,Gadoxetic acid,DB08884,Moderate,3152,9027,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter834,Glycopyrronium,DB00986,Moderate,3152,4850,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter884,Hydrocodone,DB00956,Moderate,3152,3915,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter885,Hydrocortisone,DB00741,Moderate,3152,2811,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter957,Iodipamide,DB04711,Moderate,3152,3148,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter958,Iodixanol,DB01249,Moderate,3152,9572,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter960,Iohexol,DB01362,Moderate,3152,10400,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter961,Iopamidol,DB08947,Moderate,3152,10401,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter964,Iopromide,DB09156,Moderate,3152,9589,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter965,Iothalamic acid,DB09133,Moderate,3152,9585,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter966,Ioversol,DB09134,Moderate,3152,9586,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1271,Nebivolol,DB04861,DDInter967,Ioxilan,DB09135,Moderate,3152,9587,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1272,Necitumumab,DB09559,DDInter1380,Palifermin,DB00039,Moderate,6501,6476,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1272,Necitumumab,DB09559,DDInter1789,Thalidomide,DB01041,Major,6501,3389,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1272,Necitumumab,DB09559,DDInter811,Gemcitabine,DB00441,Minor,6501,4196,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1272,Necitumumab,DB09559,DDInter905,Idelalisib,DB09054,Moderate,6501,3816,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1309,Nizatidine,DB00585,Unknown,3929,3626,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1348,Orlistat,DB01083,Unknown,3929,3504,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1376,Ozanimod,DB12612,Moderate,3929,3373,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1389,Papaverine,DB01113,Moderate,3929,6102,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1394,Paricalcitol,DB00910,Moderate,3929,3709,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1404,Pegaspargase,DB00059,Moderate,3929,3286,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1409,Peginterferon beta-1a,DB09122,Moderate,3929,4154,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter143,Avatrombopag,DB11995,Moderate,3929,4582,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter149,Azatadine,DB00719,Moderate,3929,4243,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1699,Somatotropin,DB00052,Moderate,3929,5054,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1700,Somatrem,DB09098,Moderate,3929,5055,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1771,Teriflunomide,DB08880,Major,3929,4149,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1814,Tioguanine,DB00352,Moderate,3929,3411,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1837,Toremifene,DB00539,Major,3929,4227,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter1853,Tretinoin,DB00755,Moderate,3929,3012,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter202,Bexarotene,DB00307,Minor,3929,4211,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter210,Binimetinib,DB11967,Moderate,3929,4174,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter361,Chlorphenesin,DB00856,Moderate,3929,3449,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter407,Clofedanol,DB04837,Moderate,3929,6029,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter475,Dapsone,DB00250,Moderate,3929,3380,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter488,Deferasirox,DB01609,Moderate,3929,4121,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter655,Epirubicin,DB00445,Moderate,3929,3502,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter712,Famotidine,DB00927,Unknown,3929,4099,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter766,Fluticasone,DB13867,Major,3929,2823,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter822,Glasdegib,DB11978,Major,3929,3244,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter863,Histamine,DB05381,Moderate,3929,4195,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter92,Amyl Nitrite,DB01612,Moderate,3929,3419,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter947,Interferon beta-1a,DB00060,Moderate,3929,4067,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter948,Interferon beta-1b,DB00068,Moderate,3929,4068,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter960,Iohexol,DB01362,Major,3929,10400,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter961,Iopamidol,DB08947,Major,3929,10401,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1274,Nefazodone,DB01149,DDInter998,Ivermectin,DB00602,Moderate,3929,4233,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1297,Niraparib,DB11793,Moderate,3702,3544,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1303,Nitrofurantoin,DB00698,Moderate,3702,4056,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter133,Atorvastatin,DB01076,Moderate,3702,3080,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1335,Omacetaxine mepesuccinate,DB04865,Moderate,3702,8669,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter139,Auranofin,DB00995,Moderate,3702,3057,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter140,Aurothioglucose,DB09121,Moderate,3702,5585,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1405,Pegfilgrastim,DB00019,Moderate,3702,3477,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1464,Picosulfuric acid,DB09268,Moderate,3702,9595,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1479,Pitavastatin,DB08860,Moderate,3702,3185,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1485,Polatuzumab vedotin,DB12240,Moderate,3702,4464,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1509,Pravastatin,DB00175,Moderate,3702,6190,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1561,Radium Ra 223 dichloride,DB08913,Moderate,3702,9321,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1622,Rosuvastatin,DB01098,Moderate,3702,3081,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1642,Sargramostim,DB00020,Moderate,3702,6278,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1675,Simvastatin,DB00641,Moderate,3702,3744,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1682,Sodium aurothiomalate,DB09276,Moderate,3702,4643,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1693,Sodium sulfate,DB09472,Moderate,3702,5584,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1710,Stavudine,DB00649,Moderate,3702,2993,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1743,Talimogene laherparepvec,DB13896,Major,3702,9257,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1757,Telbivudine,DB01265,Moderate,3702,9199,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1811,Tinidazole,DB00911,Moderate,3702,4256,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter183,Benznidazole,DB11989,Moderate,3702,9428,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1841,Tramadol,DB00193,Major,3702,3861,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1901,Upadacitinib,DB15091,Major,3702,4052,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1907,Ustekinumab,DB05679,Moderate,3702,7013,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1912,Valganciclovir,DB01610,Moderate,3702,8998,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1943,Vitamin E,DB00163,Moderate,3702,2837,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1955,Zafirlukast,DB00549,Moderate,3702,3384,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter1956,Zalcitabine,DB00943,Moderate,3702,3047,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter252,Bupropion,DB01156,Major,3702,3327,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter341,Cerivastatin,DB00439,Moderate,3702,3730,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter359,Chloroquine,DB00608,Moderate,3702,2989,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter448,Crizotinib,DB08865,Moderate,3702,3810,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter475,Dapsone,DB00250,Moderate,3702,3380,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter489,Deferiprone,DB08826,Major,3702,4674,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter544,Didanosine,DB00900,Moderate,3702,3039,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter574,Diroximel fumarate,DB14783,Moderate,3702,5919,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter576,Disulfiram,DB00822,Moderate,3702,3755,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter630,Elotuzumab,DB06317,Moderate,3702,8424,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter64,Amifampridine,DB11640,Moderate,3702,4658,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter642,Enfortumab vedotin,DB13007,Moderate,3702,4484,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter689,Ethambutol,DB00330,Moderate,3702,9185,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter694,Ethionamide,DB00609,Moderate,3702,9123,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter703,Etravirine,DB06414,Moderate,3702,4349,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter735,Filgrastim,DB00099,Moderate,3702,5895,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter76,Amiodarone,DB01118,Moderate,3702,3085,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter760,Fluphenazine,DB00623,Moderate,3702,3893,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter769,Fluvastatin,DB01095,Moderate,3702,3770,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter806,Ganciclovir,DB01004,Moderate,3702,9046,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter819,Ginkgo biloba,DB01381,Moderate,3702,4292,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter882,Hydralazine,DB01275,Moderate,3702,3110,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter960,Iohexol,DB01362,Major,3702,10400,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter961,Iopamidol,DB08947,Major,3702,10401,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter969,Ipilimumab,DB06186,Moderate,3702,6774,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter979,Isatuximab,DB14811,Moderate,3702,8942,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1275,Nelarabine,DB01280,DDInter986,Isoniazid,DB00951,Moderate,3702,3050,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1281,Neratinib,DB11828,Major,2917,3239,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1297,Niraparib,DB11793,Moderate,2917,3544,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1348,Orlistat,DB01083,Moderate,2917,3504,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1357,Oxandrolone,DB00621,Unknown,2917,4560,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1394,Paricalcitol,DB00910,Moderate,2917,3709,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter143,Avatrombopag,DB11995,Moderate,2917,4582,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1491,Pomalidomide,DB08910,Moderate,2917,4150,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1497,Potassium chloride,DB00761,Unknown,2917,4868,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1513,Prednisolone,DB00860,Moderate,2917,2813,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1515,Prednisone,DB00635,Moderate,2917,2807,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1576,Regorafenib,DB08896,Moderate,2917,4382,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1628,Ruxolitinib,DB08877,Major,2917,4380,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1665,Sibutramine,DB01105,Minor,2917,4267,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1699,Somatotropin,DB00052,Moderate,2917,5054,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1700,Somatrem,DB09098,Moderate,2917,5055,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1701,Sonidegib,DB09143,Major,2917,4405,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1802,Ticagrelor,DB08816,Major,2917,3182,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1901,Upadacitinib,DB15091,Major,2917,4052,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1939,Vinorelbine,DB00361,Major,2917,3875,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter1945,Vorapaxar,DB09030,Major,2917,4393,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter195,Betamethasone,DB00443,Moderate,2917,2802,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter200,Betrixaban,DB12364,Major,2917,3403,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter224,Bosutinib,DB06616,Major,2917,4355,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter228,Brentuximab vedotin,DB08870,Moderate,2917,4377,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter35,Albendazole,DB00518,Moderate,2917,4085,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter38,Aldesleukin,DB00041,Moderate,2917,3446,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter381,Cinacalcet,DB01012,Moderate,2917,3918,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter492,Deflazacort,DB11921,Major,2917,3834,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter621,Edoxaban,DB09075,Major,2917,5450,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter704,Everolimus,DB01590,Major,2917,3959,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter71,Aminoglutethimide,DB00357,Moderate,2917,4220,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter714,Fedratinib,DB12500,Major,2917,4033,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter734,Fidaxomicin,DB08874,Minor,2917,4378,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter747,Fludrocortisone,DB00687,Moderate,2917,2810,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter749,Flunisolide,DB00180,Moderate,2917,2797,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter785,Fostamatinib,DB12010,Major,2917,4457,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter8,Abiraterone,DB05812,Minor,2917,3159,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter843,Griseofulvin,DB00400,Moderate,2917,4079,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1276,Nelfinavir,DB00220,DDInter9,Acalabrutinib,DB11703,Major,2917,3233,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1279,Neostigmine,DB01400,Moderate,6130,3644,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1295,Nimodipine,DB00393,Moderate,6130,4223,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1318,Nystatin,DB00646,Unknown,6130,9021,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1325,Ofloxacin,DB01165,Unknown,6130,4109,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1340,Omeprazole,DB00338,Moderate,6130,3568,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1342,Ondansetron,DB00904,Unknown,6130,3760,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1355,Oxaliplatin,DB00526,Moderate,6130,3519,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1366,Oxycodone,DB00497,Unknown,6130,2965,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1397,Paroxetine,DB00715,Unknown,6130,3899,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1489,Polymyxin B,DB00781,Major,6130,9056,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1513,Prednisolone,DB00860,Unknown,6130,2813,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1538,Propofol,DB00818,Unknown,6130,3027,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1548,Pyridostigmine,DB00545,Moderate,6130,5953,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1578,Remdesivir,DB14761,Moderate,6130,4050,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1662,Sertraline,DB01104,Unknown,6130,3082,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1666,Sildenafil,DB00203,Unknown,6130,3720,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1678,Sirolimus,DB00877,Major,6130,3758,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1707,Spironolactone,DB00421,Unknown,6130,2951,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1757,Telbivudine,DB01265,Moderate,6130,9199,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1763,Temsirolimus,DB06287,Major,6130,3795,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter1970,Zolpidem,DB00425,Unknown,6130,3882,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter319,Cefixime,DB00671,Moderate,6130,8987,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter351,Chloramphenicol,DB00446,Unknown,6130,3732,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter388,Citalopram,DB00215,Unknown,6130,3865,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter393,Clarithromycin,DB01211,Unknown,6130,3778,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter413,Clopidogrel,DB00758,Unknown,6130,3752,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter488,Deferasirox,DB01609,Major,6130,4121,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter513,Dexamethasone,DB01234,Unknown,6130,3103,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter519,Dexlansoprazole,DB05351,Moderate,6130,4332,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter641,Enflurane,DB00228,Moderate,6130,2919,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter647,Entecavir,DB00442,Moderate,6130,9261,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter652,Epinephrine,DB00668,Unknown,6130,3590,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter670,Erythromycin,DB00199,Unknown,6130,3719,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter676,Esomeprazole,DB00736,Moderate,6130,4245,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter692,Ethinylestradiol,DB00977,Moderate,6130,3053,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter704,Everolimus,DB01590,Major,6130,3959,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter706,Exenatide,DB01276,Moderate,6130,3111,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter732,Fexofenadine,DB00950,Unknown,6130,3049,exact normalized-name fallback,exact normalized-name fallback,false
DDInter1277,Neomycin,DB00994,DDInter766,Fluticasone,DB13867,Unknown,6130,2823,exact normalized-name fallback,exact normalized-name fallback,false
