Drug_A,DrugBank_ID_A,PrimeKG_node_A,Drug_B,DrugBank_ID_B,PrimeKG_node_B,mapping_method_A,mapping_method_B,source_row_count,unique_description_count,PrimeKG_train_overlap,PrimeKG_known_overlap
Atomoxetine,DB00289,2931,Ethinylestradiol,DB00977,3053,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Etoposide,DB00773,3387,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Etravirine,DB06414,4349,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Exemestane,DB00990,3600,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Famciclovir,DB00426,4631,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Fingolimod,DB08868,4612,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Flunisolide,DB00180,2797,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Fluorometholone,DB00324,2800,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Fluticasone furoate,DB08906,2821,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Fosamprenavir,DB01319,4286,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Fulvestrant,DB00947,4257,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Glyburide,DB01016,3063,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Grazoprevir,DB11575,3226,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Histamine,DB05381,4195,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Hydrocortisone,DB00741,2811,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Hydroxyamphetamine,DB09352,9110,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Hydroxyprogesterone caproate,DB06789,3809,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Icotinib,DB11737,3829,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Imiquimod,DB00724,4244,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Indinavir,DB00224,3722,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Irinotecan,DB00762,3014,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Isavuconazonium,DB06636,4356,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Isosorbide dinitrate,DB00883,4604,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Ivacaftor,DB08820,3183,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Ivermectin,DB00602,4233,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Ixabepilone,DB04845,4322,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Letrozole,DB01006,3060,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Levonorgestrel,DB00367,3726,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Levothyroxine,DB00451,2843,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Lobeglitazone,DB09198,4156,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Lomitapide,DB08827,4374,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Lomustine,DB01206,3937,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Loratadine,DB00455,3733,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Luliconazole,DB08933,4387,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Lumacaftor,DB09280,3210,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Maraviroc,DB04835,4319,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Mebendazole,DB00643,4650,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Methylphenidate,DB00422,5638,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Methylprednisolone,DB00959,3052,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Modafinil,DB00745,3751,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Montelukast,DB00471,3382,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Neratinib,DB11828,3239,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Norethisterone,DB00717,3004,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Norgestrel,DB09389,3609,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Olaparib,DB09074,3819,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Paclitaxel,DB01229,3575,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Palbociclib,DB09073,3195,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Paramethasone,DB01384,2818,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Paricalcitol,DB00910,3709,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Paritaprevir,DB09297,3823,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Phenprocoumon,DB00946,3048,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Pilocarpine,DB01085,4266,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Pimecrolimus,DB00337,4215,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Pioglitazone,DB01132,3089,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Pitavastatin,DB08860,3185,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Prasterone,DB01708,3406,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Pravastatin,DB00175,6190,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Praziquantel,DB01058,3769,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Prednisolone,DB00860,2813,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Quinacrine,DB01103,3772,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Raloxifene,DB00481,2962,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Regorafenib,DB08896,4382,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Repaglinide,DB00912,3042,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Retapamulin,DB01256,4282,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Rifabutin,DB00615,4235,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Rifampicin,DB01045,3069,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Rosuvastatin,DB01098,3081,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Seratrodast,DB06739,3398,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Silodosin,DB06207,4340,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Sirolimus,DB00877,3758,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Sonidegib,DB09143,4405,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Spiramycin,DB06145,10354,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Sulfinpyrazone,DB01138,3357,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Tasosartan,DB01349,4288,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Telaprevir,DB05521,3158,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Teniposide,DB00444,3731,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Thiotepa,DB04572,3651,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Ticagrelor,DB08816,3182,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Tofacitinib,DB08895,3190,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Tretinoin,DB00755,3012,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Triamcinolone,DB00620,2806,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Troleandomycin,DB13179,3842,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Ubidecarenone,DB09270,2891,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Udenafil,DB06267,3794,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Ulipristal,DB08867,3187,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Velpatasvir,DB11613,4438,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Venetoclax,DB11581,4437,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Vincristine,DB00541,3738,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Vindesine,DB00309,4212,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Vismodegib,DB08828,3184,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Voxilaprevir,DB12026,4175,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Zafirlukast,DB00549,3384,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Zalcitabine,DB00943,3047,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Zidovudine,DB00495,2964,exact normalized-name,exact normalized-name,1,1,False,False
Atomoxetine,DB00289,2931,Zileuton,DB00744,3009,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Azelnidipine,DB09230,4412,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Benazepril,DB00542,3618,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Bepridil,DB01244,3941,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Bismuth subcitrate potassium,DB09275,10289,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Bivalirudin,DB00006,3553,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Bortezomib,DB00188,3860,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Caffeine,DB00201,3566,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Calcium carbonate,DB06724,9286,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Chlorpropamide,DB00672,3386,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Chlorzoxazone,DB00356,3874,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Cilastatin,DB01597,7470,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Cilazapril,DB01340,5476,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Cilnidipine,DB09232,4413,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Cinnarizine,DB00568,3889,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Clemastine,DB00283,3869,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Clomifene,DB00882,3469,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Clotiazepam,DB01559,4299,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Clotrimazole,DB00257,3867,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Cocaine,DB00907,3364,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Dabigatran etexilate,DB06695,3433,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Doxycycline,DB00254,4208,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Ecabet,DB05265,8114,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Econazole,DB01127,3602,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Edoxaban,DB09075,5450,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Enalaprilat,DB09477,5481,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Eperisone,DB08992,4390,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Ergometrine,DB01253,4281,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Ezetimibe,DB00973,4260,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Fesoterodine,DB06702,3995,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Fidaxomicin,DB08874,4378,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Flunarizine,DB04841,3967,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Fluoxetine,DB00472,2959,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Fosamprenavir,DB01319,4286,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Fosinopril,DB00492,5470,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Gabapentin,DB00996,3492,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Gliclazide,DB01120,3086,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Gliquidone,DB01251,4567,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Glisoxepide,DB01289,4568,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Glycerol phenylbutyrate,DB08909,3508,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Histamine,DB05381,4195,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Isoflurophate,DB00677,2997,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Ixazomib,DB09570,4023,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Lacidipine,DB09236,3205,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Ledipasvir,DB09027,9036,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Levofloxacin,DB01137,3092,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Lisinopril,DB00722,5473,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Lisuride,DB00589,4231,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Lomustine,DB01206,3937,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Luliconazole,DB08933,4387,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Lurasidone,DB08815,4373,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Magaldrate,DB08938,9580,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Magnesium hydroxide,DB09104,9159,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Magnesium oxide,DB01377,9145,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Magnesium sulfate,DB00653,8952,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Magnesium trisilicate,DB09281,9207,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Methazolamide,DB00703,5575,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Methylprednisolone,DB00959,3052,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Methysergide,DB00247,4206,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Metoprolol,DB00264,2925,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Mitotane,DB00648,2808,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Moexipril,DB00691,5472,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Nafamostat,DB12598,4965,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Naloxegol,DB09049,4011,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Nicergoline,DB00699,3898,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Nimesulide,DB04743,4314,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Nimodipine,DB00393,4223,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Nintedanib,DB09079,3196,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Olanzapine,DB00334,2944,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Oxiconazole,DB00239,4205,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Pentobarbital,DB00312,4213,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Pergolide,DB01186,4273,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Perhexiline,DB01074,3923,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Perindopril,DB00790,3629,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Pinaverium,DB09090,4400,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Prednisolone,DB00860,2813,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Prednisone,DB00635,2807,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Pregabalin,DB00230,6341,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Prucalopride,DB06480,3167,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Quinapril,DB00881,3038,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Ramipril,DB00178,3619,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Remikiren,DB00212,5586,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Rescinnamine,DB01180,5475,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Rivastigmine,DB00989,5957,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Rolitetracycline,DB01301,10025,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Salbutamol,DB01001,4262,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Sertraline,DB01104,3082,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Silodosin,DB06207,4340,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Sodium bicarbonate,DB01390,9071,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Spirapril,DB01348,5477,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Sulconazole,DB06820,4002,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Sulfanilamide,DB00259,3868,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Sulfisoxazole,DB00263,4554,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Thioridazine,DB00679,3897,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Tioconazole,DB01007,3601,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Tolazamide,DB00839,4561,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Tolfenamic acid,DB09216,4410,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Tolvaptan,DB06212,4341,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Tramadol,DB00193,3861,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Trandolapril,DB00519,4545,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Tranilast,DB07615,4369,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Tromethamine,DB03754,8334,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Venlafaxine,DB00285,3870,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Vildagliptin,DB04876,6686,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Vinorelbine,DB00361,3875,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Ximelagatran,DB04898,4573,exact normalized-name,exact normalized-name,1,1,False,False
Atorvastatin,DB01076,3080,Xylometazoline,DB06694,5634,exact normalized-name,exact normalized-name,1,1,False,False
Atovaquone,DB01117,4268,Rifabutin,DB00615,4235,exact normalized-name,exact normalized-name,1,1,False,False
Atovaquone,DB01117,4268,Rifampicin,DB01045,3069,exact normalized-name,exact normalized-name,1,1,False,False
Atovaquone,DB01117,4268,Rifapentine,DB01201,4277,exact normalized-name,exact normalized-name,1,1,False,False
Atovaquone,DB01117,4268,Rifaximin,DB01220,4279,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Chlortetracycline,DB09093,3198,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Clobetasone,DB13158,4486,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Clocortolone,DB00838,6560,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Daunorubicin,DB00694,3572,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Desonide,DB01260,4283,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Diflorasone,DB00223,6558,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Difluprednate,DB06781,4365,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Doxorubicin,DB00997,3058,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Echothiophate,DB01057,3073,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Epirubicin,DB00445,3502,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Equilin,DB02187,4307,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Estrone,DB00655,2994,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Estrone sulfate,DB04574,3146,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Flumethasone,DB00663,2809,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Flurandrenolide,DB00846,2812,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Formestane,DB08905,4384,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Halcinonide,DB06786,4366,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Idarubicin,DB01177,3932,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Loteprednol,DB00873,10167,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Magnesium salicylate,DB01397,3123,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Malathion,DB00772,4092,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Medrysone,DB00253,2799,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Mirabegron,DB08893,3189,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Plicamycin,DB06810,9324,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Polymyxin B,DB00781,9056,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Potassium chloride,DB00761,4868,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Prasterone,DB01708,3406,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Prednicarbate,DB01130,4269,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Rimexolone,DB00896,2814,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Risedronic acid,DB00884,3450,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Spectinomycin,DB00919,9364,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Streptozocin,DB00428,4081,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Ulobetasol,DB00596,2805,exact normalized-name,exact normalized-name,1,1,False,False
Atracurium besylate,DB00732,6431,Valrubicin,DB00385,6437,exact normalized-name,exact normalized-name,1,1,False,False
Atropine,DB00572,4844,Diphenoxylate,DB01081,5936,exact normalized-name,exact normalized-name,1,1,False,False
Atropine,DB00572,4844,Echothiophate,DB01057,3073,exact normalized-name,exact normalized-name,1,1,False,False
Atropine,DB00572,4844,Edrophonium,DB01010,5958,exact normalized-name,exact normalized-name,1,1,False,False
Atropine,DB00572,4844,Hyoscyamine,DB00424,4840,exact normalized-name,exact normalized-name,1,1,False,False
Atropine,DB00572,4844,Malathion,DB00772,4092,exact normalized-name,exact normalized-name,1,1,False,False
Atropine,DB00572,4844,Scopolamine,DB00747,4846,exact normalized-name,exact normalized-name,1,1,False,False
Avanafil,DB06237,4344,Bimatoprost,DB00905,3761,exact normalized-name,exact normalized-name,1,1,False,False
Avanafil,DB06237,4344,Boceprevir,DB08873,3811,exact normalized-name,exact normalized-name,1,1,False,False
Avanafil,DB06237,4344,Bortezomib,DB00188,3860,exact normalized-name,exact normalized-name,1,1,False,False
Avanafil,DB06237,4344,Brigatinib,DB12267,4466,exact normalized-name,exact normalized-name,1,1,False,False
Avanafil,DB06237,4344,Carbamazepine,DB00564,3739,exact normalized-name,exact normalized-name,1,1,False,False
