Drug_A,DrugBank_ID_A,PrimeKG_node_A,Drug_B,DrugBank_ID_B,PrimeKG_node_B,mapping_method_A,mapping_method_B,source_row_count,unique_description_count,PrimeKG_train_overlap,PrimeKG_known_overlap
Epirizole,DB08991,9464,Halcinonide,DB06786,4366,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Idarubicin,DB01177,3932,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Leflunomide,DB01097,4107,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Levobunolol,DB01210,3938,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Loteprednol,DB00873,10167,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Masoprocol,DB00179,3438,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Medrysone,DB00253,2799,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Metipranolol,DB01214,3939,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Misoprostol,DB00929,5004,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Pimecrolimus,DB00337,4215,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Pirfenidone,DB04951,3154,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Plicamycin,DB06810,9324,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Prasterone,DB01708,3406,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Prednicarbate,DB01130,4269,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Protocatechualdehyde,DB11268,9481,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Rimexolone,DB00896,2814,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Seratrodast,DB06739,3398,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Spectinomycin,DB00919,9364,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Streptozocin,DB00428,4081,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Teriflunomide,DB08880,4149,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Ulobetasol,DB00596,2805,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Valrubicin,DB00385,6437,exact normalized-name,exact normalized-name,1,1,False,False
Epirizole,DB08991,9464,Zileuton,DB00744,3009,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Etacrynic acid,DB00903,3040,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Etidronic acid,DB01077,6211,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Etodolac,DB00749,3010,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Etofenamate,DB08984,3298,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Etoricoxib,DB01628,3961,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Fenbufen,DB08981,9463,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Fenoprofen,DB00573,2980,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Floctafenine,DB08976,9462,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Flucloxacillin,DB00301,4210,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Flurbiprofen,DB00712,3002,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Foscarnet,DB00529,9010,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Furosemide,DB00695,3000,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Gallamine triethiodide,DB00483,5093,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Ibandronate,DB00710,6513,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Ibuprofen,DB01050,3070,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Icatibant,DB06196,7359,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Ketoprofen,DB01009,3061,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Ketorolac,DB00465,4557,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Lornoxicam,DB06725,4576,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Loxoprofen,DB09212,4599,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Lumiracoxib,DB01283,4112,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Magnesium salicylate,DB01397,3123,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Mannitol,DB00742,9122,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Masoprocol,DB00179,3438,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Mecamylamine,DB00657,6430,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Meclofenamic acid,DB00939,3292,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Mefenamic acid,DB00784,3019,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Meloxicam,DB00814,3025,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Mesalazine,DB00244,4659,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Meticillin,DB01603,9189,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Metocurine,DB01336,6179,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Mezlocillin,DB00948,9193,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Mivacurium,DB01226,4852,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Nabumetone,DB00461,2958,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Nafcillin,DB00607,2988,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Naproxen,DB00788,3021,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Nepafenac,DB06802,4782,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Niflumic acid,DB04552,4626,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Olsalazine,DB01250,6940,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Oxacillin,DB00713,7096,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Oxaprozin,DB00991,4767,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Oxyphenbutazone,DB03585,3139,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Pamidronic acid,DB00282,6510,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Pancuronium,DB01337,3642,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Parecoxib,DB08439,4370,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Phenoxymethylpenicillin,DB00417,7095,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Phenylbutazone,DB00812,4248,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Pipecuronium,DB01338,3643,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Piperacillin,DB00319,9045,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Piroxicam,DB00554,2974,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Pivampicillin,DB01604,10224,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Pivmecillinam,DB01605,10225,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Procaine benzylpenicillin,DB09320,9192,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Propacetamol,DB09288,3531,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Pyrantel,DB11156,3481,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Risedronic acid,DB00884,3450,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Rocuronium,DB00728,5657,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Salicylamide,DB08797,9087,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Salicylic acid,DB00936,3045,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Salsalate,DB01399,4769,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Seratrodast,DB06739,3398,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Succinylcholine,DB00202,3621,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Sulbactam,DB09324,9187,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Sulindac,DB00605,2987,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Suprofen,DB00870,3035,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Tazobactam,DB01606,9048,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Tenofovir disoproxil,DB00300,4672,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Tenoxicam,DB00469,4558,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Tiaprofenic acid,DB01600,4772,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Ticarcillin,DB01607,9198,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Tiludronic acid,DB01133,3090,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Tolfenamic acid,DB09216,4410,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Tolmetin,DB00500,2966,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Torasemide,DB00214,2916,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Tubocurarine,DB01199,3640,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Vancomycin,DB00512,2968,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Vecuronium,DB01339,6432,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Zaltoprofen,DB06737,3396,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Zileuton,DB00744,3009,exact normalized-name,exact normalized-name,1,1,False,False
Epirubicin,DB00445,3502,Zoledronic acid,DB00399,6511,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Fosamprenavir,DB01319,4286,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Fosaprepitant,DB06717,4361,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Fosphenytoin,DB01320,3113,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Idelalisib,DB09054,3816,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Leflunomide,DB01097,4107,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Levobunolol,DB01210,3938,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Luliconazole,DB08933,4387,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Lumacaftor,DB09280,3210,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Masoprocol,DB00179,3438,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Mitotane,DB00648,2808,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Nafamostat,DB12598,4965,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Nepafenac,DB06802,4782,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Niflumic acid,DB04552,4626,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Osimertinib,DB09330,4160,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Palbociclib,DB09073,3195,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Pimecrolimus,DB00337,4215,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Pirfenidone,DB04951,3154,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Resveratrol,DB02709,2855,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Rifabutin,DB00615,4235,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Rifapentine,DB01201,4277,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Seratrodast,DB06739,3398,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Sulfisoxazole,DB00263,4554,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Suprofen,DB00870,3035,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Teriflunomide,DB08880,4149,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Vemurafenib,DB08881,3188,exact normalized-name,exact normalized-name,1,1,False,False
Eplerenone,DB00700,3748,Zileuton,DB00744,3009,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Etravirine,DB06414,4349,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Fluvastatin,DB01095,3770,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Fosphenytoin,DB01320,3113,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Indinavir,DB00224,3722,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Ketoconazole,DB01026,3064,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Latanoprost,DB00654,6218,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Leflunomide,DB01097,4107,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Levobunolol,DB01210,3938,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Lobeglitazone,DB09198,4156,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Lovastatin,DB00227,2918,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Lumacaftor,DB09280,3210,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Masoprocol,DB00179,3438,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Midostaurin,DB06595,3801,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Nepafenac,DB06802,4782,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Niflumic acid,DB04552,4626,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Omeprazole,DB00338,3568,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Phenytoin,DB00252,2924,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Pimecrolimus,DB00337,4215,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Pirfenidone,DB04951,3154,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Pyrimethamine,DB00205,4591,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Rifampicin,DB01045,3069,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Rifapentine,DB01201,4277,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Rucaparib,DB12332,3840,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Seratrodast,DB06739,3398,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Sulfisoxazole,DB00263,4554,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Suprofen,DB00870,3035,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Teriflunomide,DB08880,4149,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Terlipressin,DB02638,5306,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Valproic acid,DB00313,2936,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Voriconazole,DB00582,3385,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Zafirlukast,DB00549,3384,exact normalized-name,exact normalized-name,1,1,False,False
Epoprostenol,DB01240,5114,Zileuton,DB00744,3009,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Hydrochlorothiazide,DB00999,3059,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Latanoprost,DB00654,6218,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Levobunolol,DB01210,3938,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Lithium cation,DB01356,6611,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Masoprocol,DB00179,3438,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Mycophenolic acid,DB01024,4625,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Nafamostat,DB12598,4965,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Nepafenac,DB06802,4782,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Niflumic acid,DB04552,4626,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Pimecrolimus,DB00337,4215,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Pirfenidone,DB04951,3154,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Resveratrol,DB02709,2855,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Seratrodast,DB06739,3398,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Suprofen,DB00870,3035,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Teriflunomide,DB08880,4149,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Terlipressin,DB02638,5306,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Tibolone,DB09070,3407,exact normalized-name,exact normalized-name,1,1,False,False
Eprosartan,DB00876,4993,Zileuton,DB00744,3009,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Estradiol,DB00783,3018,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Estriol,DB04573,5158,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Estrone,DB00655,2994,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Etacrynic acid,DB00903,3040,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Ethinylestradiol,DB00977,3053,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Etodolac,DB00749,3010,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Etofenamate,DB08984,3298,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Etoricoxib,DB01628,3961,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Fenbufen,DB08981,9463,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Fenoprofen,DB00573,2980,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Fleroxacin,DB04576,6438,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Floctafenine,DB08976,9462,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Fluoxymesterone,DB01185,3310,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Flurbiprofen,DB00712,3002,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Fosaprepitant,DB06717,4361,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Fosphenytoin,DB01320,3113,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Furosemide,DB00695,3000,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Galantamine,DB00674,3896,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Gallamine triethiodide,DB00483,5093,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Gatifloxacin,DB01044,3068,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Gemifloxacin,DB01155,4108,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Glycerol phenylbutyrate,DB08909,3508,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Hydrochlorothiazide,DB00999,3059,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Hydroflumethiazide,DB00774,3016,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Ibuprofen,DB01050,3070,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Icatibant,DB06196,7359,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Idelalisib,DB09054,3816,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Indacaterol,DB05039,4329,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Indapamide,DB00808,3023,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Indinavir,DB00224,3722,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Indomethacin,DB00328,2941,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Isoflurophate,DB00677,2997,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Isoniazid,DB00951,3050,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Itraconazole,DB01167,3775,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Ketoconazole,DB01026,3064,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Ketoprofen,DB01009,3061,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Ketorolac,DB00465,4557,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Leflunomide,DB01097,4107,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Levofloxacin,DB01137,3092,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Lopinavir,DB01601,3129,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Lornoxicam,DB06725,4576,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Loxoprofen,DB09212,4599,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Lumacaftor,DB09280,3210,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Lumiracoxib,DB01283,4112,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Magaldrate,DB08938,9580,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Magnesium hydroxide,DB09104,9159,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Magnesium oxide,DB01377,9145,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Magnesium salicylate,DB01397,3123,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Magnesium trisilicate,DB09281,9207,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Malathion,DB00772,4092,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Masoprocol,DB00179,3438,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Meclofenamic acid,DB00939,3292,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Mefenamic acid,DB00784,3019,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Mefloquine,DB00358,3484,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Meloxicam,DB00814,3025,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Memantine,DB01043,4601,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Mesalazine,DB00244,4659,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Mestranol,DB01357,4290,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Methyclothiazide,DB00232,5571,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Methyl salicylate,DB09543,9132,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Methyltestosterone,DB06710,3170,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Metoclopramide,DB01233,3329,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Metolazone,DB00524,5931,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Mifepristone,DB00834,3756,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Minaprine,DB00805,3906,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Mitotane,DB00648,2808,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Mivacurium,DB01226,4852,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Mycophenolate mofetil,DB00688,3747,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Mycophenolic acid,DB01024,4625,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Nabumetone,DB00461,2958,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Nafamostat,DB12598,4965,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Nalidixic acid,DB00779,4093,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Nandrolone decanoate,DB08804,3608,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Naproxen,DB00788,3021,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Nefazodone,DB01149,3929,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Nelfinavir,DB00220,2917,exact normalized-name,exact normalized-name,1,1,False,False
Equilin,DB02187,4307,Neostigmine,DB01400,3644,exact normalized-name,exact normalized-name,1,1,False,False
